compsyn_id,component_id,component_synonym,syn_type
1227047,16970,Probable JmjC domain-containing histone demethylation protein 2C,UNIPROT
1227049,16970,Thyroid receptor-interacting protein 8,UNIPROT
1227050,16970,TR-interacting protein 8,UNIPROT
1227051,16970,TRIP-8,UNIPROT
996754,16970,TRIP8,GENE_SYMBOL_OTHER
1227493,16971,Heterogeneous nuclear ribonucleoprotein H,UNIPROT
1227494,16971,"Heterogeneous nuclear ribonucleoprotein H, N-terminally processed",UNIPROT
1227495,16971,hnRNP H,UNIPROT
1227490,16971,HNRNPH1,GENE_SYMBOL
997196,16971,HNRPH,GENE_SYMBOL_OTHER
997197,16971,HNRPH1,GENE_SYMBOL_OTHER
1227497,16972,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",UNIPROT
1227496,16972,CLPX,GENE_SYMBOL
1227501,16973,Disks large homolog 4,UNIPROT
1227498,16973,Dlg4,GENE_SYMBOL
997204,16973,Dlgh4,GENE_SYMBOL_OTHER
1227502,16973,Postsynaptic density protein 95,UNIPROT
1227504,16973,PSD-95,UNIPROT
997205,16973,Psd95,GENE_SYMBOL_OTHER
1227505,16973,SAP-90,UNIPROT
1227506,16973,SAP90,UNIPROT
1227503,16973,Synapse-associated protein 90,UNIPROT
1227508,16974,C-terminal-binding protein 2,UNIPROT
1227507,16974,CTBP2,GENE_SYMBOL
1227509,16974,CtBP2,UNIPROT
1227510,16975,HDAC8,GENE_SYMBOL
1227511,16975,Histone deacetylase 8,UNIPROT
1227517,16976,C/EBP zeta,UNIPROT
1227518,16976,C/EBP-homologous protein,UNIPROT
1227519,16976,C/EBP-homologous protein 10,UNIPROT
1227520,16976,CCAAT/enhancer-binding protein homologous protein,UNIPROT
997219,16976,Chop,GENE_SYMBOL_OTHER
1227523,16976,CHOP,UNIPROT
1227524,16976,CHOP-10,UNIPROT
997220,16976,Chop10,GENE_SYMBOL_OTHER
1227522,16976,DDIT-3,UNIPROT
1227512,16976,Ddit3,GENE_SYMBOL
1227516,16976,DNA damage-inducible transcript 3 protein,UNIPROT
997221,16976,Gadd153,GENE_SYMBOL_OTHER
1227521,16976,Growth arrest and DNA-damage-inducible protein GADD153,UNIPROT
1227533,16977,1.1.98.3,EC_NUMBER
1227532,16977,Decaprenyl-phosphoribose 2'-epimerase subunit 1,UNIPROT
1227527,16977,Decaprenylphospho-beta-D-ribofuranose 2-dehydrogenase,UNIPROT
1227528,16977,Decaprenylphosphoryl-beta-D-ribofuranose 2'-epimerase subunit DprE1,UNIPROT
1227529,16977,Decaprenylphosphoryl-beta-D-ribofuranose 2'-oxidase,UNIPROT
1227530,16977,Decaprenylphosphoryl-beta-D-ribose 2-epimerase flavoprotein subunit,UNIPROT
1227526,16977,Decaprenylphosphoryl-beta-D-ribose oxidase,UNIPROT
1227525,16977,dprE1,GENE_SYMBOL
1227531,16977,FAD-dependent decaprenylphosphoryl-beta-D-ribofuranose 2-oxidase,UNIPROT
1227534,16978,Lectin,UNIPROT
1227188,16979,Gamma-tropomyosin,UNIPROT
1227191,16979,hTM5,UNIPROT
1227186,16979,TPM3,GENE_SYMBOL
1227187,16979,Tropomyosin alpha-3 chain,UNIPROT
1227189,16979,Tropomyosin-3,UNIPROT
1227190,16979,Tropomyosin-5,UNIPROT
1227198,16980,2.7.11.1,EC_NUMBER
996901,16980,Craf,GENE_SYMBOL_OTHER
1227197,16980,cRaf,UNIPROT
1227195,16980,Proto-oncogene c-RAF,UNIPROT
1227194,16980,RAF proto-oncogene serine/threonine-protein kinase,UNIPROT
1227196,16980,Raf-1,UNIPROT
1227192,16980,Raf1,GENE_SYMBOL
1227202,16981,3.1.30.-,EC_NUMBER
1227201,16981,Endo G,UNIPROT
1227199,16981,ENDOG,GENE_SYMBOL
1227200,16981,"Endonuclease G, mitochondrial",UNIPROT
1227212,16982,2.7.11.1,EC_NUMBER
1227207,16982,Serine/threonine-protein kinase 22A,UNIPROT
996912,16982,Stk22a,GENE_SYMBOL_OTHER
1227211,16982,Testis-specific kinase 1,UNIPROT
1227206,16982,Testis-specific serine/threonine-protein kinase 1,UNIPROT
1227208,16982,TSK-1,UNIPROT
1227209,16982,TSK1,UNIPROT
1227210,16982,TSSK-1,UNIPROT
996913,16982,Tssk1,GENE_SYMBOL_OTHER
1227203,16982,Tssk1b,GENE_SYMBOL
1227221,16983,1.1.98.3,EC_NUMBER
1227220,16983,Decaprenyl-phosphoribose 2'-epimerase subunit 1,UNIPROT
1227215,16983,Decaprenylphospho-beta-D-ribofuranose 2-dehydrogenase,UNIPROT
1227216,16983,Decaprenylphosphoryl-beta-D-ribofuranose 2'-epimerase subunit DprE1,UNIPROT
1227217,16983,Decaprenylphosphoryl-beta-D-ribofuranose 2'-oxidase,UNIPROT
1227218,16983,Decaprenylphosphoryl-beta-D-ribose 2-epimerase flavoprotein subunit,UNIPROT
1227214,16983,Decaprenylphosphoryl-beta-D-ribose oxidase,UNIPROT
1227213,16983,dprE1,GENE_SYMBOL
1227219,16983,FAD-dependent decaprenylphosphoryl-beta-D-ribofuranose 2-oxidase,UNIPROT
1227230,16984,5.2.1.8,EC_NUMBER
1227224,16984,Cyclophilin D,UNIPROT
1227225,16984,Cyclophilin F,UNIPROT
1227228,16984,CyP-D,UNIPROT
1227229,16984,CypD,UNIPROT
1227223,16984,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",UNIPROT
1227227,16984,PPIase F,UNIPROT
1227222,16984,Ppif,GENE_SYMBOL
1227226,16984,Rotamase F,UNIPROT
1226641,16985,10 kDa chaperonin,UNIPROT
1226640,16985,"10 kDa heat shock protein, mitochondrial",UNIPROT
1226642,16985,Chaperonin 10,UNIPROT
1226645,16985,CPN10,UNIPROT
1226643,16985,Early-pregnancy factor,UNIPROT
1226646,16985,EPF,UNIPROT
1226644,16985,Hsp10,UNIPROT
1226639,16985,HSPE1,GENE_SYMBOL
996369,16986,Cyslt1,GENE_SYMBOL_OTHER
996370,16986,Cyslt1r,GENE_SYMBOL_OTHER
1226647,16986,Cysltr1,GENE_SYMBOL
1226652,16986,CysLTR1,UNIPROT
1226651,16986,Cysteinyl leukotriene D4 receptor,UNIPROT
1226650,16986,Cysteinyl leukotriene receptor 1,UNIPROT
1226653,16986,LTD4 receptor,UNIPROT
996376,16987,CAV,GENE_SYMBOL_OTHER
1226654,16987,CAV1,GENE_SYMBOL
1226656,16987,Caveolin-1,UNIPROT
1226657,16988,SCN5A,GENE_SYMBOL
1226658,16988,Voltage-gated sodium channel Nav1.5 cardiac isoform,UNIPROT
1226795,16989,1.3.8.-,EC_NUMBER
1226793,16989,"4,4'-diapophytoene desaturase (4,4'-diaponeurosporene-forming)",UNIPROT
1226792,16989,crtN,GENE_SYMBOL
1226794,16989,Dehydrosqualene desaturase,UNIPROT
996519,16990,Gm376,GENE_SYMBOL_OTHER
1226796,16990,Gpr174,GENE_SYMBOL
1226798,16990,Probable G-protein coupled receptor 174,UNIPROT
1226806,16991,3.1.4.-,EC_NUMBER
1226805,16991,5'-Tyr-DNA phosphodiesterase,UNIPROT
1226802,16991,5'-tyrosyl-DNA phosphodiesterase,UNIPROT
1226799,16991,Tdp2,GENE_SYMBOL
1226803,16991,TRAF and TNF receptor-associated protein,UNIPROT
996522,16991,Ttrap,GENE_SYMBOL_OTHER
1226804,16991,Tyr-DNA phosphodiesterase 2,UNIPROT
1226801,16991,Tyrosyl-DNA phosphodiesterase 2,UNIPROT
1226815,16992,3.1.4.-,EC_NUMBER
1226814,16992,5'-Tyr-DNA phosphodiesterase,UNIPROT
1226811,16992,5'-tyrosyl-DNA phosphodiesterase,UNIPROT
1226807,16992,tdp2,GENE_SYMBOL
1226812,16992,TRAF and TNF receptor-associated protein homolog,UNIPROT
996530,16992,ttrap,GENE_SYMBOL_OTHER
996531,16992,ttrapl,GENE_SYMBOL_OTHER
1226813,16992,Tyr-DNA phosphodiesterase 2,UNIPROT
1226810,16992,Tyrosyl-DNA phosphodiesterase 2,UNIPROT
1226820,16993,Dishevelled-1,UNIPROT
1226819,16993,DSH homolog 1,UNIPROT
996539,16993,Dvl,GENE_SYMBOL_OTHER
1226816,16993,Dvl1,GENE_SYMBOL
1226818,16993,Segment polarity protein dishevelled homolog DVL-1,UNIPROT
1227053,16994,Kcnk2,GENE_SYMBOL
1227056,16994,Outward rectifying potassium channel protein TREK-1,UNIPROT
1227055,16994,Potassium channel subfamily K member 2,UNIPROT
1227057,16994,Stretch-activated potassium channel TREK-1,UNIPROT
1227058,16994,TREK-1 K(+) channel subunit,UNIPROT
1227059,16994,Two pore domain potassium channel TREK-1,UNIPROT
1227060,16994,Two pore potassium channel TPKC1,UNIPROT
1227061,16995,SYN1,GENE_SYMBOL
1227063,16995,Synapsin I,UNIPROT
1227062,16995,Synapsin-1,UNIPROT
1227065,16996,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",UNIPROT
1227073,16996,1.13.11.54,EC_NUMBER
1227066,16996,Acireductone dioxygenase (Fe(2+)-requiring),UNIPROT
1227064,16996,ADI1,GENE_SYMBOL
1227069,16996,ARD,UNIPROT
1227070,16996,Fe-ARD,UNIPROT
1227067,16996,Membrane-type 1 matrix metalloproteinase cytoplasmic tail-binding protein 1,UNIPROT
1227071,16996,MTCBP-1,UNIPROT
1227072,16996,Sip-L,UNIPROT
1227068,16996,Submergence-induced protein-like factor,UNIPROT
1227077,16997,1.3.8.6,EC_NUMBER
1227076,16997,GCD,UNIPROT
1227074,16997,GCDH,GENE_SYMBOL
1227075,16997,"Glutaryl-CoA dehydrogenase, mitochondrial",UNIPROT
1227078,16998,NIPSNAP3A,GENE_SYMBOL
1227083,16998,NipSnap3A,UNIPROT
996787,16998,NIPSNAP4 ,GENE_SYMBOL_OTHER
1227084,16998,NipSnap4,UNIPROT
1227080,16998,Protein NipSnap homolog 3A,UNIPROT
1227081,16998,Protein NipSnap homolog 4,UNIPROT
1227082,16998,Target for Salmonella secreted protein C,UNIPROT
1227085,16998,TassC,UNIPROT
1227087,16999,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",UNIPROT
1227088,16999,3-hydroxyisobutyryl-coenzyme A hydrolase,UNIPROT
1227091,16999,3.1.2.4,EC_NUMBER
1227089,16999,HIB-CoA hydrolase,UNIPROT
1227086,16999,HIBCH,GENE_SYMBOL
1227090,16999,HIBYL-CoA-H,UNIPROT
1227096,17000,1.14.11.1,EC_NUMBER
1227095,17000,Gamma-BBH,UNIPROT
1227092,17000,Gamma-butyrobetaine dioxygenase,UNIPROT
1227093,17000,Gamma-butyrobetaine hydroxylase,UNIPROT
1227094,17000,"Gamma-butyrobetaine,2-oxoglutarate dioxygenase",UNIPROT
1227299,17001,Brd9,GENE_SYMBOL
1227300,17001,Bromodomain-containing protein 9,UNIPROT
1227304,17002,75 kDa bromodomain protein,UNIPROT
997010,17002,Bp75,GENE_SYMBOL_OTHER
1227301,17002,Brd7,GENE_SYMBOL
1227303,17002,Bromodomain-containing protein 7,UNIPROT
1227307,17003,GLP-2 receptor,UNIPROT
1227308,17003,GLP-2-R,UNIPROT
1227309,17003,GLP-2R,UNIPROT
1227305,17003,Glp2r,GENE_SYMBOL
1227306,17003,Glucagon-like peptide 2 receptor,UNIPROT
1227313,17004,2.7.11.1,EC_NUMBER
1227311,17004,Receptor-interacting serine/threonine-protein kinase 2,UNIPROT
1227310,17004,Ripk2,GENE_SYMBOL
1227312,17004,Tyrosine-protein kinase RIPK2,UNIPROT
1227319,17005,2.4.1.5,EC_NUMBER
1227316,17005,Dextransucrase,UNIPROT
1227315,17005,Glucosyltransferase-I,UNIPROT
1227318,17005,GTF-I,UNIPROT
1227314,17005,gtfB,GENE_SYMBOL
1227317,17005,Sucrose 6-glucosyltransferase,UNIPROT
1227325,17006,2.4.1.5,EC_NUMBER
1227322,17006,Dextransucrase,UNIPROT
1227321,17006,Glucosyltransferase-S,UNIPROT
1227324,17006,GTF-S,UNIPROT
1227320,17006,gtfD,GENE_SYMBOL
1227323,17006,Sucrose 6-glucosyltransferase,UNIPROT
1227337,17007,3.1.1.3,EC_NUMBER
1227329,17007,Adipose triglyceride lipase,UNIPROT
997035,17007,ATGL ,GENE_SYMBOL_OTHER
1227330,17007,Calcium-independent phospholipase A2,UNIPROT
1227331,17007,Desnutrin,UNIPROT
1227332,17007,IPLA2-zeta,UNIPROT
1227328,17007,Patatin-like phospholipase domain-containing protein 2,UNIPROT
1227333,17007,Pigment epithelium-derived factor,UNIPROT
1227326,17007,PNPLA2,GENE_SYMBOL
1227335,17007,Transport-secretion protein 2,UNIPROT
1227336,17007,TTS2,UNIPROT
1227334,17007,TTS2.2,UNIPROT
1226821,17015,Inosine-adenosine-guanosine-nucleoside hydrolase,UNIPROT
1226827,17016,3.2.2.2,EC_NUMBER
1226828,17016,3.2.2.3,EC_NUMBER
1226823,17016,Inosine-uridine preferring nucleoside hydrolase,UNIPROT
1226825,17016,IU-NH,UNIPROT
1226826,17016,IU-nucleoside hydrolase,UNIPROT
1226822,17016,IUNH,GENE_SYMBOL
1226824,17016,Non-specific nucleoside hydrolase,UNIPROT
1226839,17017,B-FABP,UNIPROT
996552,17017,BLBP,GENE_SYMBOL_OTHER
1226838,17017,BLBP,UNIPROT
1226834,17017,Brain lipid-binding protein,UNIPROT
1226835,17017,Brain-type fatty acid-binding protein,UNIPROT
1226829,17017,FABP7,GENE_SYMBOL
996553,17017,FABPB,GENE_SYMBOL_OTHER
1226836,17017,Fatty acid-binding protein 7,UNIPROT
1226833,17017,"Fatty acid-binding protein, brain",UNIPROT
1226837,17017,Mammary-derived growth inhibitor related,UNIPROT
996554,17017,MRG,GENE_SYMBOL_OTHER
1226841,17018,Myelin P2 protein,UNIPROT
1226842,17018,Peripheral myelin protein 2,UNIPROT
1226840,17018,PMP2,GENE_SYMBOL
1226843,17019,FABP9,GENE_SYMBOL
1226844,17019,Fatty acid-binding protein 9,UNIPROT
1226848,17019,T-FABP,UNIPROT
1226845,17019,Testis lipid-binding protein,UNIPROT
1226846,17019,Testis-type fatty acid-binding protein,UNIPROT
1226847,17019,TLBP,UNIPROT
1226849,17020,CBX3,GENE_SYMBOL
1226850,17020,Chromobox protein homolog 3,UNIPROT
1226851,17020,HECH,UNIPROT
1226852,17020,Heterochromatin protein 1 homolog gamma,UNIPROT
1226854,17020,HP1 gamma,UNIPROT
1226853,17020,Modifier 2 protein,UNIPROT
1226858,17021,Antigen p25,UNIPROT
1226855,17021,CBX5,GENE_SYMBOL
1226857,17021,Chromobox protein homolog 5,UNIPROT
1226859,17021,Heterochromatin protein 1 homolog alpha,UNIPROT
1226860,17021,HP1 alpha,UNIPROT
996578,17021,HP1A,GENE_SYMBOL_OTHER
1226861,17022,Cbx7,GENE_SYMBOL
1226863,17022,Chromobox protein homolog 7,UNIPROT
996584,17022,D15Ertd417e,GENE_SYMBOL_OTHER
1226872,17023,4.1.2.27,EC_NUMBER
1226868,17023,S1PL,UNIPROT
1226864,17023,Sgpl1,GENE_SYMBOL
1226869,17023,SP-lyase 1,UNIPROT
1226867,17023,Sphingosine-1-phosphate aldolase,UNIPROT
1226866,17023,Sphingosine-1-phosphate lyase 1,UNIPROT
996587,17023,Spl,GENE_SYMBOL_OTHER
1226870,17023,SPL,UNIPROT
1226871,17023,SPL 1,UNIPROT
1226881,17024,3.1.4.39,EC_NUMBER
996596,17024,Atx,GENE_SYMBOL_OTHER
1226877,17024,Autotaxin,UNIPROT
1226879,17024,E-NPP 2,UNIPROT
1226876,17024,Ectonucleotide pyrophosphatase/phosphodiesterase family member 2,UNIPROT
1226873,17024,Enpp2,GENE_SYMBOL
1226878,17024,Extracellular lysophospholipase D,UNIPROT
1226880,17024,LysoPLD,UNIPROT
996597,17024,Npps2,GENE_SYMBOL_OTHER
1226890,17025,3.1.4.39,EC_NUMBER
1226886,17025,Autotaxin,UNIPROT
1226888,17025,E-NPP 2,UNIPROT
1226885,17025,Ectonucleotide pyrophosphatase/phosphodiesterase family member 2,UNIPROT
1226882,17025,Enpp2,GENE_SYMBOL
1226887,17025,Extracellular lysophospholipase D,UNIPROT
1226889,17025,LysoPLD,UNIPROT
996605,17025,Npps2,GENE_SYMBOL_OTHER
996606,17025,Pdnp2,GENE_SYMBOL_OTHER
1227231,17026,PI4KAP2,GENE_SYMBOL
1227232,17026,Putative phosphatidylinositol 4-kinase alpha-like protein P2,UNIPROT
1228206,17027,BMP-9,UNIPROT
997888,17027,BMP9,GENE_SYMBOL_OTHER
1228204,17027,Bone morphogenetic protein 9,UNIPROT
1228205,17027,GDF-2,UNIPROT
1228201,17027,GDF2,GENE_SYMBOL
1228203,17027,Growth/differentiation factor 2,UNIPROT
1228214,17028,3.1.1.64,EC_NUMBER
1228215,17028,5.3.3.22,EC_NUMBER
1228209,17028,All-trans-retinyl-palmitate hydrolase,UNIPROT
1228210,17028,Lutein isomerase,UNIPROT
1228211,17028,Meso-zeaxanthin isomerase,UNIPROT
1228212,17028,Retinal pigment epithelium-specific 65 kDa protein,UNIPROT
1228208,17028,Retinoid isomerohydrolase,UNIPROT
1228213,17028,Retinol isomerase,UNIPROT
1228207,17028,RPE65,GENE_SYMBOL
1228617,17029,26S proteasome AAA-ATPase subunit RPT1,UNIPROT
1228616,17029,26S proteasome regulatory subunit 7,UNIPROT
998296,17029,MSS1,GENE_SYMBOL_OTHER
1228618,17029,Proteasome 26S subunit ATPase 2,UNIPROT
1228619,17029,Protein MSS1,UNIPROT
1228614,17029,PSMC2,GENE_SYMBOL
1228622,17030,26S proteasome AAA-ATPase subunit RPT2,UNIPROT
1228621,17030,26S proteasome regulatory subunit 4,UNIPROT
1228624,17030,P26s4,UNIPROT
1228623,17030,Proteasome 26S subunit ATPase 1,UNIPROT
1228620,17030,PSMC1,GENE_SYMBOL
1228629,17031,26S proteasome AAA-ATPase subunit RPT3,UNIPROT
1228628,17031,26S proteasome regulatory subunit 6B,UNIPROT
1228630,17031,MB67-interacting protein,UNIPROT
998307,17031,MIP224,GENE_SYMBOL_OTHER
1228631,17031,MIP224,UNIPROT
1228632,17031,Proteasome 26S subunit ATPase 4,UNIPROT
1228625,17031,PSMC4,GENE_SYMBOL
1228633,17031,Tat-binding protein 7,UNIPROT
1228634,17031,TBP-7,UNIPROT
998308,17031,TBP7,GENE_SYMBOL_OTHER
1228638,17032,26S proteasome AAA-ATPase subunit RPT4,UNIPROT
1228637,17032,26S proteasome regulatory subunit 10B,UNIPROT
1228639,17032,Proteasome 26S subunit ATPase 6,UNIPROT
1228640,17032,Proteasome subunit p42,UNIPROT
1228635,17032,PSMC6,GENE_SYMBOL
998317,17032,SUG2,GENE_SYMBOL_OTHER
1228644,17033,26S proteasome AAA-ATPase subunit RPT5,UNIPROT
1228643,17033,26S proteasome regulatory subunit 6A,UNIPROT
1228645,17033,Proteasome 26S subunit ATPase 3,UNIPROT
1228646,17033,Proteasome subunit P50,UNIPROT
1228641,17033,PSMC3,GENE_SYMBOL
1228647,17033,Tat-binding protein 1,UNIPROT
1228648,17033,TBP-1,UNIPROT
998323,17033,TBP1,GENE_SYMBOL_OTHER
1228652,17034,26S proteasome AAA-ATPase subunit RPT6,UNIPROT
1228651,17034,26S proteasome regulatory subunit 8,UNIPROT
1228656,17034,p45/SUG,UNIPROT
1228653,17034,Proteasome 26S subunit ATPase 5,UNIPROT
1228654,17034,Proteasome subunit p45,UNIPROT
1228649,17034,PSMC5,GENE_SYMBOL
998331,17034,SUG1,GENE_SYMBOL_OTHER
1228655,17034,Thyroid hormone receptor-interacting protein 1,UNIPROT
1228657,17034,TRIP1,UNIPROT
1228660,17035,26S proteasome non-ATPase regulatory subunit 2,UNIPROT
1228661,17035,26S proteasome regulatory subunit RPN1,UNIPROT
1228662,17035,26S proteasome regulatory subunit S2,UNIPROT
1228663,17035,26S proteasome subunit p97,UNIPROT
1228664,17035,Protein 55.11,UNIPROT
1228658,17035,PSMD2,GENE_SYMBOL
998340,17035,TRAP2,GENE_SYMBOL_OTHER
1228665,17035,Tumor necrosis factor type 1 receptor-associated protein 2,UNIPROT
1228667,17036,26S proteasome non-ATPase regulatory subunit 3,UNIPROT
1228668,17036,26S proteasome regulatory subunit RPN3,UNIPROT
1228669,17036,26S proteasome regulatory subunit S3,UNIPROT
1228670,17036,Proteasome subunit p58,UNIPROT
1228666,17036,PSMD3,GENE_SYMBOL
1228672,17037,26S proteasome non-ATPase regulatory subunit 12,UNIPROT
1228674,17037,26S proteasome regulatory subunit p55,UNIPROT
1228673,17037,26S proteasome regulatory subunit RPN5,UNIPROT
1228671,17037,PSMD12,GENE_SYMBOL
1228676,17038,26S proteasome non-ATPase regulatory subunit 11,UNIPROT
1228679,17038,26S proteasome regulatory subunit p44.5,UNIPROT
1228677,17038,26S proteasome regulatory subunit RPN6,UNIPROT
1228678,17038,26S proteasome regulatory subunit S9,UNIPROT
1228675,17038,PSMD11,GENE_SYMBOL
1228683,17039,26S proteasome non-ATPase regulatory subunit 6,UNIPROT
1228684,17039,26S proteasome regulatory subunit RPN7,UNIPROT
1228685,17039,26S proteasome regulatory subunit S10,UNIPROT
1228686,17039,Breast cancer-associated protein SGA-113M,UNIPROT
998362,17039,KIAA0107,GENE_SYMBOL_OTHER
1228689,17039,p42A,UNIPROT
998363,17039,PFAAP4,GENE_SYMBOL_OTHER
1228687,17039,Phosphonoformate immuno-associated protein 4,UNIPROT
1228688,17039,Proteasome regulatory particle subunit p44S10,UNIPROT
1228680,17039,PSMD6,GENE_SYMBOL
1228692,17040,26S proteasome non-ATPase regulatory subunit 7,UNIPROT
1228693,17040,26S proteasome regulatory subunit RPN8,UNIPROT
1228694,17040,26S proteasome regulatory subunit S12,UNIPROT
1228695,17040,Mov34 protein homolog,UNIPROT
998372,17040,MOV34L,GENE_SYMBOL_OTHER
1228696,17040,Proteasome subunit p40,UNIPROT
1228690,17040,PSMD7,GENE_SYMBOL
1228698,17041,26S proteasome non-ATPase regulatory subunit 13,UNIPROT
1228701,17041,26S proteasome regulatory subunit p40.5,UNIPROT
1228699,17041,26S proteasome regulatory subunit RPN9,UNIPROT
1228700,17041,26S proteasome regulatory subunit S11,UNIPROT
1228697,17041,PSMD13,GENE_SYMBOL
1228774,17042,26S proteasome non-ATPase regulatory subunit 4,UNIPROT
1228775,17042,26S proteasome regulatory subunit RPN10,UNIPROT
1228776,17042,26S proteasome regulatory subunit S5A,UNIPROT
1228777,17042,Antisecretory factor 1,UNIPROT
1228779,17042,ASF,UNIPROT
998451,17042,MCB1,GENE_SYMBOL_OTHER
1228778,17042,Multiubiquitin chain-binding protein,UNIPROT
1228772,17042,PSMD4,GENE_SYMBOL
1228781,17043,26S proteasome non-ATPase regulatory subunit 8,UNIPROT
1228782,17043,26S proteasome regulatory subunit RPN12,UNIPROT
1228783,17043,26S proteasome regulatory subunit S14,UNIPROT
1228784,17043,p31,UNIPROT
1228780,17043,PSMD8,GENE_SYMBOL
1228791,17044,26S proteasome complex subunit DSS1,UNIPROT
1228790,17044,26S proteasome complex subunit SEM1,UNIPROT
1228792,17044,Deleted in split hand/split foot protein 1,UNIPROT
998465,17044,DSS1,GENE_SYMBOL_OTHER
1228785,17044,SEM1,GENE_SYMBOL
998466,17044,SHFDG1,GENE_SYMBOL_OTHER
998467,17044,SHFM1,GENE_SYMBOL_OTHER
1228793,17044,Split hand/foot deleted protein 1,UNIPROT
1228794,17044,Split hand/foot malformation type 1 protein,UNIPROT
1228802,17045,3.4.11.18,EC_NUMBER
1228800,17045,MAP 1D,UNIPROT
998474,17045,MAP1D,GENE_SYMBOL_OTHER
1228801,17045,MetAP 1D,UNIPROT
1228795,17045,METAP1D,GENE_SYMBOL
1228797,17045,"Methionine aminopeptidase 1D, mitochondrial",UNIPROT
1228798,17045,"Methionyl aminopeptidase type 1D, mitochondrial",UNIPROT
1228799,17045,Peptidase M 1D,UNIPROT
1228807,17046,3.4.11.-,EC_NUMBER
1228806,17046,Aminopeptidase-like 1,UNIPROT
998482,17046,KIAA1974,GENE_SYMBOL_OTHER
1228803,17046,NPEPL1,GENE_SYMBOL
1228805,17046,Probable aminopeptidase NPEPL1,UNIPROT
1228812,17047,3.4.11.-,EC_NUMBER
1228813,17047,3.4.11.18,EC_NUMBER
1228809,17047,Aminopeptidase RNPEPL1,UNIPROT
1228810,17047,Arginyl aminopeptidase-like 1,UNIPROT
1228811,17047,Methionyl aminopeptidase,UNIPROT
1228808,17047,RNPEPL1,GENE_SYMBOL
1228819,17048,3.4.11.9,EC_NUMBER
1228816,17048,Aminopeptidase P3,UNIPROT
1228818,17048,APP3,UNIPROT
1228817,17048,X-Pro aminopeptidase 3,UNIPROT
1228815,17048,Xaa-Pro aminopeptidase 3,UNIPROT
1228814,17048,XPNPEP3,GENE_SYMBOL
1228706,17049,3.1.1.4,EC_NUMBER
1228705,17049,cPLA2-epsilon,UNIPROT
1228703,17049,Cytosolic phospholipase A2 epsilon,UNIPROT
1228704,17049,Phospholipase A2 group IVE,UNIPROT
1228702,17049,PLA2G4E,GENE_SYMBOL
1228711,17050,3.1.1.4,EC_NUMBER
1228710,17050,cPLA2-zeta,UNIPROT
1228708,17050,Cytosolic phospholipase A2 zeta,UNIPROT
1228709,17050,Phospholipase A2 group IVF,UNIPROT
1228707,17050,PLA2G4F,GENE_SYMBOL
1228728,17051,2.3.1.-,EC_NUMBER
1228729,17051,3.1.1.32,EC_NUMBER
1228730,17051,3.1.1.4,EC_NUMBER
1228717,17051,Adipose-specific phospholipase A2,UNIPROT
1228724,17051,AdPLA,UNIPROT
1228718,17051,Group XVI phospholipase A1/A2,UNIPROT
1228719,17051,H-rev 107 protein homolog,UNIPROT
1228725,17051,H-REV107,UNIPROT
1228720,17051,HRAS-like suppressor 1,UNIPROT
1228721,17051,HRAS-like suppressor 3,UNIPROT
998395,17051,HREV107,GENE_SYMBOL_OTHER
1228726,17051,HREV107-1,UNIPROT
1228722,17051,HREV107-3,UNIPROT
1228727,17051,HRSL3,UNIPROT
1228716,17051,Phospholipase A and acyltransferase 3,UNIPROT
1228715,17051,PLA2G16,GENE_SYMBOL_OTHER
1228712,17051,PLAAT3,GENE_SYMBOL
1228723,17051,Renal carcinoma antigen NY-REN-65,UNIPROT
1228512,17052,TNNI2,GENE_SYMBOL
1228513,17052,"Troponin I, fast skeletal muscle",UNIPROT
1228514,17052,"Troponin I, fast-twitch isoform",UNIPROT
1228517,17053,Beta-TnTF,UNIPROT
1228518,17053,Fast skeletal muscle troponin T,UNIPROT
1228520,17053,fTnT,UNIPROT
1228515,17053,TNNT3,GENE_SYMBOL
1228519,17053,TnTf,UNIPROT
1228516,17053,"Troponin T, fast skeletal muscle",UNIPROT
1228521,17054,TNNC2,GENE_SYMBOL
1228522,17054,"Troponin C, skeletal muscle",UNIPROT
1228533,17055,CRF2-12,UNIPROT
1228527,17055,Cytokine receptor class-II member 12,UNIPROT
1228528,17055,Cytokine receptor family 2 member 12,UNIPROT
1228531,17055,IFN-lambda receptor 1,UNIPROT
1228532,17055,IFN-lambda-R1,UNIPROT
1228523,17055,IFNLR1,GENE_SYMBOL
1228534,17055,IL-28 receptor subunit alpha,UNIPROT
1228535,17055,IL-28R-alpha,UNIPROT
1228536,17055,IL-28RA,UNIPROT
998206,17055,IL28RA,GENE_SYMBOL_OTHER
1228526,17055,Interferon lambda receptor 1,UNIPROT
1228529,17055,Interleukin-28 receptor subunit alpha,UNIPROT
998207,17055,LICR2,GENE_SYMBOL_OTHER
1228537,17055,LICR2,UNIPROT
1228530,17055,Likely interleukin or cytokine receptor 2,UNIPROT
1228541,17056,Antigen MLAA-21,UNIPROT
998221,17056,KIAA1512,GENE_SYMBOL_OTHER
1228538,17056,MYH7B,GENE_SYMBOL
1228542,17056,Myosin cardiac muscle beta chain,UNIPROT
