site_id,site_name,tid
11569,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11570,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11571,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11572,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11573,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11574,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11575,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11576,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11577,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11578,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11579,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11580,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11581,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11582,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11583,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11584,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11585,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11586,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11587,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11588,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11589,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11590,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11591,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11592,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11593,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11594,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11595,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11596,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11597,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11598,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11599,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11600,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11601,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11602,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11603,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11604,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11605,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11606,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11607,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11608,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11609,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11610,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11611,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11612,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11613,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11614,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11615,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11616,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11617,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11618,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11619,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11620,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11621,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11622,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11623,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11624,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11625,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11626,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11627,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11628,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11629,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11630,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11631,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11632,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11633,"Sphingomyelin phosphodiesterase, Metallophos domain",11570
11634,"Complement C1r, Trypsin domain",11692
11635,"Complement C1r, Trypsin domain",11692
11636,"Neuropeptide Y receptor type 2, 7tm_1 domain",12017
11637,"Serotonin 3c (5-HT3c) receptor, Neur_chan_LBD domain",118322
11638,"Subtilisin/kexin type 9, Peptidase_S8 domain",12353
11639,"Subtilisin/kexin type 9, Peptidase_S8 domain",12353
11640,"Subtilisin/kexin type 9, Peptidase_S8 domain",12353
11641,"Subtilisin/kexin type 9, Peptidase_S8 domain",12353
11642,"Phosphodiesterase 4D, PDEase_I domain",12473
11643,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118283
11644,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118283
11645,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118283
11646,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118281
11647,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118282
11648,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118280
11649,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118284
11650,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118284
11651,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118284
11652,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118284
11653,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118284
11654,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118284
11655,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118285
11656,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118285
11657,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118285
11658,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118285
11659,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118283
11660,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118284
11661,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118291
11662,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118293
11663,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118292
11664,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118292
11665,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118280
11666,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118281
11667,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118281
11668,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118283
11669,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118283
11670,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118285
11671,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118283
11672,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118283
11673,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118283
11674,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118285
11675,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118285
11676,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118285
11677,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118284
11678,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118284
11679,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118284
11680,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118293
11681,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118279
11682,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",118278
11683,"Histone deacetylase 1, Hist_deacetyl domain",118343
11684,"Histone deacetylase 1, Hist_deacetyl domain",118343
11685,"Histone deacetylase 1, Hist_deacetyl domain",118343
11686,"GABA receptor alpha-3 subunit, Neur_chan_LBD domain",118278
11687,"CaM kinase II alpha, Pkinase domain",118320
11688,"CaM kinase II alpha, Pkinase domain",118320
11689,"CaM kinase II gamma, Pkinase domain",118321
11690,"CaM kinase II gamma, Pkinase domain",118321
11691,"GABA receptor delta subunit, Neur_chan_LBD domain",118281
11692,"GABA receptor delta subunit, Neur_chan_LBD domain",118284
11693,"GABA receptor delta subunit, Neur_chan_LBD domain",118284
11694,"GABA receptor delta subunit, Neur_chan_LBD domain",118284
11695,"GABA receptor delta subunit, Neur_chan_LBD domain",118284
11696,"GABA receptor delta subunit, Neur_chan_LBD domain",118284
11697,"GABA receptor delta subunit, Neur_chan_LBD domain",118284
11698,"GABA receptor delta subunit, Neur_chan_LBD domain",118284
11699,"GABA receptor delta subunit, Neur_chan_LBD domain",118287
11700,"GABA receptor delta subunit, Neur_chan_LBD domain",118287
11701,"GABA receptor delta subunit, Neur_chan_LBD domain",118287
11702,"GABA receptor delta subunit, Neur_chan_LBD domain",118292
11703,"GABA receptor delta subunit, Neur_chan_LBD domain",118292
11704,"GABA receptor delta subunit, Neur_chan_LBD domain",118281
11705,"GABA receptor delta subunit, Neur_chan_LBD domain",118281
11706,"GABA receptor delta subunit, Neur_chan_LBD domain",118287
11707,"GABA receptor delta subunit, Neur_chan_LBD domain",118287
11708,"GABA receptor delta subunit, Neur_chan_LBD domain",118284
11709,"GABA receptor delta subunit, Neur_chan_LBD domain",118284
11710,"GABA receptor delta subunit, Neur_chan_LBD domain",118284
11711,"Serotonin 3e (5-HT3e) receptor, Neur_chan_LBD domain",118318
11712,"GABA receptor alpha-2 subunit, Neur_chan_LBD domain",118279
11713,"Voltage-gated T-type calcium channel alpha-1G subunit, Ion_trans domain",18020
11714,"Voltage-gated T-type calcium channel alpha-1G subunit, Ion_trans domain",18020
11715,"Voltage-gated T-type calcium channel alpha-1G subunit, Ion_trans domain",18020
11716,"Voltage-gated T-type calcium channel alpha-1G subunit, Ion_trans domain",18020
11717,"Voltage-gated N-type calcium channel alpha-1B subunit, Ion_trans domain",118317
11718,"Voltage-gated N-type calcium channel alpha-1B subunit, Ion_trans domain",118317
11719,"Voltage-gated N-type calcium channel alpha-1B subunit, Ion_trans domain",118317
11720,"Voltage-gated N-type calcium channel alpha-1B subunit, Ion_trans domain",118317
11721,"1,3-beta-glucan synthase, Glucan_synthase domain",18077
11722,"1,3-beta-glucan synthase, Glucan_synthase domain",18077
11723,"1,3-beta-glucan synthase, Glucan_synthase domain",18077
11724,"1,3-beta-glucan synthase, Glucan_synthase domain",18077
11725,"1,3-beta-glucan synthase, Glucan_synthase domain",18077
11726,"1,3-beta-glucan synthase, Glucan_synthase domain",18077
11727,"1,3-beta-glucan synthase, Glucan_synthase domain",18077
11728,"1,3-beta-glucan synthase, Glucan_synthase domain",18077
11729,"1,3-beta-glucan synthase, Glucan_synthase domain",18077
11730,"1,3-beta-glucan synthase, Glucan_synthase domain",18077
11731,"1,3-beta-glucan synthase, Glucan_synthase domain",18077
11732,"1,3-beta-glucan synthase, Glucan_synthase domain",18077
11733,"1,3-beta-glucan synthase, Glucan_synthase domain",18077
11734,"1,3-beta-glucan synthase, Glucan_synthase domain",18077
11735,"1,3-beta-glucan synthase, Glucan_synthase domain",18077
11736,"1,3-beta-glucan synthase, Glucan_synthase domain",18077
11737,"1,3-beta-glucan synthase, Glucan_synthase domain",18077
11738,"1,3-beta-glucan synthase, Glucan_synthase domain",18077
11739,"1,3-beta-glucan synthase, Glucan_synthase domain",18077
11740,"1,3-beta-glucan synthase, Glucan_synthase domain",18077
11741,"1,3-beta-glucan synthase, Glucan_synthase domain",18077
11742,"Voltage-gated T-type calcium channel alpha-1I subunit, Ion_trans domain",18081
11743,"Voltage-gated T-type calcium channel alpha-1I subunit, Ion_trans domain",18081
11744,"Voltage-gated T-type calcium channel alpha-1I subunit, Ion_trans domain",18081
11745,"Voltage-gated T-type calcium channel alpha-1I subunit, Ion_trans domain",18081
11746,"GABA receptor alpha-1 subunit, Neur_chan_LBD domain",118291
11747,"GABA receptor alpha-1 subunit, Neur_chan_LBD domain",118293
11748,"GABA receptor alpha-1 subunit, Neur_chan_LBD domain",118292
11749,"GABA receptor alpha-1 subunit, Neur_chan_LBD domain",118292
11750,"GABA receptor alpha-1 subunit, Neur_chan_LBD domain",118293
11751,"Voltage-gated potassium channel subunit Kv1.6, Ion_trans domain",100114
11752,"Serine/threonine-protein kinase PCTAIRE-1, Pkinase domain",117094
11753,"Voltage-gated potassium channel subunit Kv1.3, Ion_trans domain",100110
11754,"Voltage-gated potassium channel subunit Kv1.6, Ion_trans domain",100114
11755,"Voltage-gated potassium channel subunit Kv1.6, Ion_trans domain",100114
11756,"Voltage-gated potassium channel subunit Kv1.6, Ion_trans domain",100114
11757,"Voltage-gated potassium channel subunit Kv1.6, Ion_trans domain",100114
11758,"Voltage-gated potassium channel subunit Kv1.6, Ion_trans domain",100114
11759,"Voltage-gated potassium channel subunit Kv1.6, Ion_trans domain",100114
11760,"Voltage-gated potassium channel subunit Kv1.6, Ion_trans domain",100114
11761,"Voltage-gated potassium channel subunit Kv1.6, Ion_trans domain",100114
11762,"Voltage-gated potassium channel subunit Kv1.6, Ion_trans domain",100114
11763,"Excitatory amino acid transporter 4, SDF domain",100180
11764,"Excitatory amino acid transporter 4, SDF domain",100180
11765,"Excitatory amino acid transporter 4, SDF domain",100180
11766,"Excitatory amino acid transporter 4, SDF domain",100180
11767,"Excitatory amino acid transporter 4, SDF domain",100180
11768,"Excitatory amino acid transporter 4, SDF domain",100180
11769,"Excitatory amino acid transporter 4, SDF domain",100180
11770,"Excitatory amino acid transporter 4, SDF domain",100180
11771,"Excitatory amino acid transporter 4, SDF domain",100180
11772,"Excitatory amino acid transporter 4, SDF domain",100180
11773,"Excitatory amino acid transporter 4, SDF domain",100180
11774,"Excitatory amino acid transporter 4, SDF domain",100180
11775,"Excitatory amino acid transporter 4, SDF domain",100180
11776,"Excitatory amino acid transporter 4, SDF domain",100180
11777,"Excitatory amino acid transporter 4, SDF domain",100180
11778,"Excitatory amino acid transporter 4, SDF domain",100180
11779,"Excitatory amino acid transporter 4, SDF domain",100180
11780,"Excitatory amino acid transporter 4, SDF domain",100180
11781,"Excitatory amino acid transporter 4, SDF domain",100180
11782,"Excitatory amino acid transporter 4, SDF domain",100180
11783,"Excitatory amino acid transporter 4, SDF domain",100180
11784,"Excitatory amino acid transporter 4, SDF domain",100180
11785,"Excitatory amino acid transporter 4, SDF domain",100180
11786,"Excitatory amino acid transporter 4, SDF domain",100180
11787,"Excitatory amino acid transporter 4, SDF domain",100180
11788,"Excitatory amino acid transporter 4, SDF domain",100180
11789,"Excitatory amino acid transporter 4, SDF domain",100180
11790,"Excitatory amino acid transporter 4, SDF domain",100180
11791,"Excitatory amino acid transporter 4, SDF domain",100180
11792,"Excitatory amino acid transporter 4, SDF domain",100180
11793,"Excitatory amino acid transporter 4, SDF domain",100180
11794,"Excitatory amino acid transporter 4, SDF domain",100180
11795,"Excitatory amino acid transporter 4, SDF domain",100180
11796,"Excitatory amino acid transporter 4, SDF domain",100180
11797,"Excitatory amino acid transporter 4, SDF domain",100180
11798,"Excitatory amino acid transporter 4, SDF domain",100180
11799,"Excitatory amino acid transporter 4, SDF domain",100180
11800,"Excitatory amino acid transporter 4, SDF domain",100180
11801,"Excitatory amino acid transporter 4, SDF domain",100180
11802,"Excitatory amino acid transporter 4, SDF domain",100180
11803,"Excitatory amino acid transporter 4, SDF domain",100180
11804,"Excitatory amino acid transporter 4, SDF domain",100180
11805,"Excitatory amino acid transporter 4, SDF domain",100180
11806,"Excitatory amino acid transporter 4, SDF domain",100180
11807,"Excitatory amino acid transporter 4, SDF domain",100180
11808,"Excitatory amino acid transporter 4, SDF domain",100180
11809,"Excitatory amino acid transporter 4, SDF domain",100180
11810,"Excitatory amino acid transporter 4, SDF domain",100180
11811,"Excitatory amino acid transporter 4, SDF domain",100180
11812,"Excitatory amino acid transporter 4, SDF domain",100180
11813,"Excitatory amino acid transporter 4, SDF domain",100180
11814,"Excitatory amino acid transporter 4, SDF domain",100180
11815,"Excitatory amino acid transporter 4, SDF domain",100180
11816,"Excitatory amino acid transporter 4, SDF domain",100180
11817,"Excitatory amino acid transporter 4, SDF domain",100180
11818,"Excitatory amino acid transporter 4, SDF domain",100180
11819,"Subtilisin, Peptidase_S8 domain",100281
11820,"C-C chemokine receptor type 7, 7tm_1 domain",100434
11821,"C-C chemokine receptor type 7, 7tm_1 domain",100434
11822,"Receptor-type tyrosine-protein phosphatase epsilon, Y_phosphatase domain",100483
11823,"Receptor-type tyrosine-protein phosphatase epsilon, Y_phosphatase domain",100483
11824,"Receptor-type tyrosine-protein phosphatase epsilon, Y_phosphatase domain",100483
11825,"Receptor-type tyrosine-protein phosphatase epsilon, Y_phosphatase domain",100483
11826,"Receptor-type tyrosine-protein phosphatase epsilon, Y_phosphatase domain",100483
11827,"Receptor-type tyrosine-protein phosphatase epsilon, Y_phosphatase domain",100483
11828,"Receptor-type tyrosine-protein phosphatase epsilon, Y_phosphatase domain",100483
11829,"Receptor-type tyrosine-protein phosphatase epsilon, Y_phosphatase domain",100483
11830,"Receptor-type tyrosine-protein phosphatase epsilon, Y_phosphatase domain",100483
11831,"Receptor-type tyrosine-protein phosphatase epsilon, Y_phosphatase domain",100483
11832,"Voltage-gated potassium channel subunit Kv1.4, Ion_trans domain",101243
11833,"Voltage-gated potassium channel subunit Kv1.4, Ion_trans domain",101243
11834,"Voltage-gated potassium channel subunit Kv1.4, Ion_trans domain",101243
11835,"Voltage-gated potassium channel subunit Kv1.4, Ion_trans domain",101243
11836,"Voltage-gated potassium channel subunit Kv1.4, Ion_trans domain",101243
11837,"Proto-oncogene C-crk, SH2 domain",101257
11838,"Proto-oncogene C-crk, SH2 domain",101257
11839,"Proto-oncogene C-crk, SH2 domain",101257
11840,"Proto-oncogene C-crk, SH2 domain",101257
11841,"Focal adhesion kinase 1, Pkinase_Tyr domain",101321
11842,"Focal adhesion kinase 1, Pkinase_Tyr domain",101321
11843,"Focal adhesion kinase 1, Pkinase_Tyr domain",101321
11844,"Ectonucleoside triphosphate diphosphohydrolase 3, GDA1_CD39 domain",101374
11845,"Lactoperoxidase, An_peroxidase domain",101375
11846,"Serine/threonine-protein kinase PFTAIRE-1, Pkinase domain",118346
11847,"Glycine receptor subunit alpha-2, Neur_chan_LBD domain",118306
11848,"Lysine-specific histone demethylase 1, Amino_oxidase domain",118345
11849,"Lysine-specific histone demethylase 1, Amino_oxidase domain",118345
11850,"Lysine-specific histone demethylase 1, Amino_oxidase domain",118345
11851,"RAC-alpha serine/threonine-protein kinase, Pkinase domain",102911
11852,"RAC-alpha serine/threonine-protein kinase, Pkinase domain",102911
11853,"RAC-alpha serine/threonine-protein kinase, Pkinase domain",102911
11854,"RAC-alpha serine/threonine-protein kinase, Pkinase domain",102911
11855,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11856,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11857,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11858,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11859,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11860,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11861,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11862,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11863,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11864,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11865,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11866,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11867,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11868,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11869,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11870,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11871,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11872,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11873,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11874,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11875,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11876,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11877,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11878,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11879,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11880,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11881,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11882,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11883,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11884,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11885,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11886,"Glycine receptor subunit alpha-3, Neur_chan_LBD domain",117714
11887,"Equilibrative nucleoside transporter 1, Nucleoside_tran domain",103613
11888,"Equilibrative nucleoside transporter 1, Nucleoside_tran domain",103613
11889,"Equilibrative nucleoside transporter 1, Nucleoside_tran domain",103613
11890,"Equilibrative nucleoside transporter 1, Nucleoside_tran domain",103613
11891,"Equilibrative nucleoside transporter 1, Nucleoside_tran domain",103613
11892,"Equilibrative nucleoside transporter 1, Nucleoside_tran domain",103613
11893,"Equilibrative nucleoside transporter 1, Nucleoside_tran domain",103613
11894,"Equilibrative nucleoside transporter 1, Nucleoside_tran domain",103613
11895,"Equilibrative nucleoside transporter 1, Nucleoside_tran domain",103613
11896,"Equilibrative nucleoside transporter 1, Nucleoside_tran domain",103613
11897,"Equilibrative nucleoside transporter 1, Nucleoside_tran domain",103613
11898,"Equilibrative nucleoside transporter 1, Nucleoside_tran domain",103613
11899,"Equilibrative nucleoside transporter 1, Nucleoside_tran domain",103613
11900,"Equilibrative nucleoside transporter 1, Nucleoside_tran domain",103613
11901,"Equilibrative nucleoside transporter 1, Nucleoside_tran domain",103613
11902,"GABA-A receptor; GABA-A site (alpha1/beta2 interface), Neur_chan_LBD domain",118276
11903,"Cyclin-dependent kinase 13, Pkinase domain",118298
11904,"Cyclin-dependent kinase 13, Pkinase domain",118298
11905,"GABA-A receptor; GABA-A site (alpha1/beta2 interface), Neur_chan_LBD domain",118277
11906,"GABA-A receptor; GABA-A site (alpha1/beta2 interface), Neur_chan_LBD domain",118276
11907,"GABA-A receptor; GABA-A site (alpha1/beta2 interface), Neur_chan_LBD domain",118276
11908,"GABA-A receptor; GABA-A site (alpha1/beta2 interface), Neur_chan_LBD domain",118276
11909,"GABA-A receptor; GABA-A site (alpha1/beta2 interface), Neur_chan_LBD domain",118276
11910,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118281
11911,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118284
11912,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118284
11913,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118284
11914,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118284
11915,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118284
11916,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118284
11917,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118284
11918,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118287
11919,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118287
11920,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118287
11921,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118292
11922,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118292
11923,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118281
11924,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118281
11925,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118287
11926,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118287
11927,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118284
11928,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118284
11929,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118284
11930,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118282
11931,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118285
11932,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118285
11933,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118285
11934,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118285
11935,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118293
11936,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118285
11937,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118285
11938,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118285
11939,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118285
11940,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118293
11941,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118279
11942,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118278
11943,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118278
11944,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118279
11945,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118281
11946,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118282
11947,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118280
11948,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118280
11949,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118281
11950,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118281
11951,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118283
11952,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118283
11953,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118283
11954,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118284
11955,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118284
11956,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118284
11957,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118284
11958,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118284
11959,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118284
11960,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118285
11961,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118285
11962,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118285
11963,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118285
11964,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118283
11965,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118284
11966,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118286
11967,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118286
11968,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118287
11969,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118287
11970,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118287
11971,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118283
11972,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118283
11973,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118285
11974,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118287
11975,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118287
11976,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118283
11977,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118283
11978,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118283
11979,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118285
11980,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118285
11981,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118285
11982,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118284
11983,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118284
11984,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118284
11985,"GABA-A receptor; anion channel, Neur_chan_LBD domain",118291
