text,parent_key
Biotin--[acetyl-CoA-carboxylase] ligase,BE0003345
Biotin--protein ligase,BE0003345
Biotin-[acetyl-CoA carboxylase] synthetase,BE0003345
dhbB,BE0003345
R3G1,BE0004495
"1,4-cineole 2-exo-monooxygenase",BE0003336
1.14.13.-,BE0003336
Coumarin 7-hydroxylase,BE0003336
CYP2A3,BE0003336
CYPIIA6,BE0003336
Cytochrome P450 IIA3,BE0003336
Cytochrome P450(I),BE0003336
3.5.3.6,BE0003347
AD,BE0003347
ADI,BE0003347
Arginine dihydrolase,BE0003347
AD4BP,BE0003359
Adrenal 4-binding protein,BE0003359
FTZF1,BE0003359
Fushi tarazu factor homolog 1,BE0003359
Nuclear receptor subfamily 5 group A member 1,BE0003359
SF-1,BE0003359
SF1,BE0003359
Steroid hormone receptor Ad4BP,BE0003359
2.5.1.31,BE0003350
"Ditrans,polycis-undecaprenylcistransferase",BE0003350
rth,BE0003350
UDS,BE0003350
Undecaprenyl diphosphate synthase,BE0003350
Undecaprenyl pyrophosphate synthase,BE0003350
UPP synthase,BE0003350
uppS,BE0003350
yaeS,BE0003350
2.7.1.36,BE0004094
MK,BE0004094
2.5.1.96,BE0003866
"4,4'-diapophytoene synthase",BE0003866
DAP synthase,BE0003866
Diapophytoene synthase,BE0003866
3.2.1.169,BE0003351
Beta-hexosaminidase,BE0003351
Beta-N-acetylglucosaminidase,BE0003351
Beta-N-acetylhexosaminidase,BE0003351
Hexosaminidase B,BE0003351
N-acetyl-beta-D-glucosaminidase,BE0003351
N-acetyl-beta-glucosaminidase,BE0003351
2.7.11.1,BE0003404
AIK2,BE0003404
AIM-1,BE0003404
AIM1,BE0003404
AIRK2,BE0003404
ARK-2,BE0003404
ARK2,BE0003404
Aurora 1,BE0003404
Aurora- and IPL1-like midbody-associated protein 1,BE0003404
Aurora-related kinase 2,BE0003404
Aurora/IPL1-related kinase 2,BE0003404
Serine/threonine-protein kinase 12,BE0003404
Serine/threonine-protein kinase 5,BE0003404
Serine/threonine-protein kinase aurora-B,BE0003404
STK-1,BE0003404
STK1,BE0003404
STK12,BE0003404
STK5,BE0003404
2.7.11.1,BE0001016
p160 ROCK-1,BE0001016
p160ROCK,BE0001016
Renal carcinoma antigen NY-REN-35,BE0001016
"Rho-associated, coiled-coil-containing protein kinase 1",BE0001016
"Rho-associated, coiled-coil-containing protein kinase I",BE0001016
ROCK-I,BE0001016
4.6.1.12,BE0004142
2.7.10.2,BE0002408
JAK-2,BE0002408
Janus kinase 2,BE0002408
2.7.11.1,BE0003788
DAP kinase 3,BE0003788
DAP-like kinase,BE0003788
Dlk,BE0003788
MYPT1 kinase,BE0003788
ZIP-kinase,BE0003788
ZIPK,BE0003788
Zipper-interacting protein kinase,BE0003788
2.7.10.2,BE0003493
JAK-3,BE0003493
Janus kinase 3,BE0003493
L-JAK,BE0003493
Leukocyte janus kinase,BE0003493
2.7.10.2,BE0004146
Lanthiopeptin,BE0003352
Lantibiotic Ro 09-0198,BE0003352
rocA,BE0003352
20S proteasome alpha subunit,BE0003353
3.4.25.1,BE0003353
Proteasome core protein PrcA,BE0003353
20S proteasome beta subunit,BE0004188
3.4.25.1,BE0004188
Proteasome core protein PrcB,BE0004188
1.10.3.9,BE0003354
Photosystem II Q(B) protein 1,BE0003354
psbA-1,BE0003354
PSII D1 protein 1,BE0003354
Peptidoglycan recognition protein I-alpha,BE0003077
Peptidoglycan recognition protein intermediate alpha,BE0003077
PGLYRPIalpha,BE0003077
PGRP-I-alpha,BE0003077
PGRPIA,BE0003077
3.4.16.4,BE0003356
DD-carboxypeptidase,BE0003356
PBP,BE0003356
Penicillin-binding protein,BE0003356
2.7.11.1,BE0003958
CKI-gamma 3,BE0003958
2.7.11.1,BE0004274
90 kDa ribosomal protein S6 kinase 1,BE0004274
MAP kinase-activated protein kinase 1a,BE0004274
MAPK-activated protein kinase 1a,BE0004274
MAPKAP kinase 1a,BE0004274
MAPKAPK-1a,BE0004274
MAPKAPK1A,BE0004274
p90-RSK 1,BE0004274
p90RSK1,BE0004274
p90S6K,BE0004274
Ribosomal S6 kinase 1,BE0004274
RSK-1,BE0004274
RSK1,BE0004274
S6K-alpha-1,BE0004274
ATP receptor,BE0002401
P2RU1,BE0002401
P2U purinoceptor 1,BE0002401
P2U receptor 1,BE0002401
P2U1,BE0002401
P2Y2,BE0002401
Purinergic receptor,BE0002401
2.7.7.6,BE0003367
RNA polymerase subunit beta,BE0003367
RNAP subunit beta,BE0003367
Transcriptase subunit beta,BE0003367
2.7.7.6,BE0003368
RNA polymerase subunit beta',BE0003368
RNAP subunit beta',BE0003368
Transcriptase subunit beta',BE0003368
Complex III subunit 10,BE0003859
Complex III subunit XI,BE0003859
Ubiquinol-cytochrome c reductase complex 6.4 kDa protein,BE0003859
UQCR,BE0003859
2.7.11.18,BE0004946
MLCK2,BE0004946
C-C CKR-5,BE0000911
CHEMR13,BE0000911
CMKBR5,BE0000911
HIV-1 fusion coreceptor,BE0000911
ABCB5 P-gp,BE0002369
P-glycoprotein ABCB5,BE0002369
ABCP,BE0001067
BCRP,BE0001067
BCRP1,BE0001067
Breast cancer resistance protein,BE0001067
CDw338,BE0001067
Mitoxantrone resistance-associated protein,BE0001067
MXR,BE0001067
Placenta-specific ATP-binding cassette transporter,BE0001067
Urate exporter,BE0001067
Hl4,BE0004749
Hmal2,BE0004749
Alpha-type CGRP,BE0001103
CALC1,BE0001103
Calcitonin gene-related peptide I,BE0001103
CGRP-I,BE0001103
Calcitonin receptor-like receptor,BE0009009
CGRP type 1 receptor,BE0009009
CGRPR,BE0009009
Neurokinin B receptor,BE0002371
NK-3 receptor,BE0002371
NK-3R,BE0002371
NK3R,BE0002371
NKR,BE0002371
TAC3R,BE0002371
Tachykinin receptor 3,BE0002371
Activator-recruited cofactor 205 kDa component,BE0004382
ARC205,BE0004382
CRSP1,BE0004382
CRSP200,BE0004382
DRIP205,BE0004382
DRIP230,BE0004382
Mediator complex subunit 1,BE0004382
p53 regulatory protein RB18A,BE0004382
PBP,BE0004382
Peroxisome proliferator-activated receptor-binding protein,BE0004382
PPAR-binding protein,BE0004382
PPARBP,BE0004382
PPARGBP,BE0004382
RB18A,BE0004382
Thyroid hormone receptor-associated protein complex 220 kDa component,BE0004382
Thyroid receptor-interacting protein 2,BE0004382
TR-interacting protein 2,BE0004382
TRAP220,BE0004382
TRIP-2,BE0004382
TRIP2,BE0004382
Vitamin D receptor-interacting protein complex component DRIP205,BE0004382
2.5.1.58,BE0002372
CAAX farnesyltransferase subunit beta,BE0002372
FTase-beta,BE0002372
Ras proteins prenyltransferase subunit beta,BE0002372
2.5.1.58,BE0002373
CAAX farnesyltransferase subunit alpha,BE0002373
FTase-alpha,BE0002373
GGTase-I-alpha,BE0002373
Ras proteins prenyltransferase subunit alpha,BE0002373
Type I protein geranyl-geranyltransferase subunit alpha,BE0002373
SRIF-1,BE0003528
SS-2-R,BE0003528
SS-5-R,BE0002147
ANP-C,BE0002426
ANPR-C,BE0002426
ANPRC,BE0002426
Atrial natriuretic peptide clearance receptor,BE0002426
Atrial natriuretic peptide receptor type C,BE0002426
C5orf23,BE0002426
NPR-C,BE0002426
NPRC,BE0002426
APK1 antigen,BE0002434
COVA1,BE0002434
Cytosolic ovarian carcinoma antigen 1,BE0002434
tNOX,BE0002434
Tumor-associated hydroquinone oxidase,BE0002434
ftsI_1,BE0002391
ftsI_2,BE0002391
ftsI_3,BE0002391
mecA_1,BE0002391
Pencillin binding protein 2a (PBP 2a),BE0002391
Penicilin-binding protein 2,BE0002391
Penicillin binding protein 2 prime,BE0002391
Penicillin binding protein 2',BE0002391
Penicillin-binding protein 2,BE0002391
Penicillin-binding protein 2 prime,BE0002391
Penicillin-binding protein 2',BE0002391
Penicillin-binding protein 2a,BE0002391
Peptidase,BE0002391
Fibrinogen beta chain precursor,BE0002091
FLAP,BE0002382
MK-886-binding protein,BE0002382
MC1-R,BE0002447
Melanocortin receptor 1,BE0002447
MSH-R,BE0002447
MSHR,BE0002447
Discovered on gastrointestinal stromal tumors protein 1,BE0004746
DOG1,BE0004746
Oral cancer overexpressed protein 2,BE0004746
ORAOV2,BE0004746
TAOS2,BE0004746
TMEM16A,BE0004746
Transmembrane protein 16A,BE0004746
Tumor-amplified and overexpressed sequence 2,BE0004746
KQT-like 4,BE0002399
Potassium channel subunit alpha KvLQT4,BE0002399
Voltage-gated potassium channel subunit Kv7.4,BE0002399
Delayed rectifier potassium channel subunit IsK,BE0000489
IKs producing slow voltage-gated potassium channel subunit beta Mink,BE0000489
Minimal potassium channel,BE0000489
B-lymphocyte cell adhesion molecule,BE0000183
BL-CAM,BE0000183
Sialic acid-binding Ig-like lectin 2,BE0000183
Siglec-2,BE0000183
SIGLEC2,BE0000183
T-cell surface antigen Leu-14,BE0000183
6.3.2.-,BE0002460
600 kDa retinoblastoma protein-associated factor,BE0002460
KIAA0462,BE0002460
KIAA1307,BE0002460
N-recognin-4,BE0002460
p600,BE0002460
RBAF600,BE0002460
Retinoblastoma-associated factor of 600 kDa,BE0002460
Zinc finger UBR1-type protein 1,BE0002460
ZUBR1,BE0002460
CA-125,BE0002439
CA125,BE0002439
MUC-16,BE0002439
Ovarian cancer-related tumor marker CA125,BE0002439
Ovarian carcinoma antigen CA125,BE0002439
3.1.-.-,BE0002414
AP endonuclease 1,BE0002414
APE,BE0002414
APE-1,BE0002414
APE1,BE0002414
APEN,BE0002414
APEX,BE0002414
APEX nuclease,BE0002414
Apurinic-apyrimidinic endonuclease 1,BE0002414
APX,BE0002414
HAP1,BE0002414
Redox factor-1,BE0002414
REF-1,BE0002414
REF1,BE0002414
37 kDa laminin receptor precursor,BE0002402
37/67 kDa laminin receptor,BE0002402
37LRP,BE0002402
67 kDa laminin receptor,BE0002402
67LR,BE0002402
Colon carcinoma laminin-binding protein,BE0002402
LAMBR,BE0002402
Laminin receptor 1,BE0002402
Laminin-binding protein precursor p40,BE0002402
LamR,BE0002402
LAMR1,BE0002402
LBP/p40,BE0002402
LRP/LR,BE0002402
Multidrug resistance-associated protein MGr1-Ag,BE0002402
NEM/1CHD4,BE0002402
3.4.24.81,BE0002404
ADAM 10,BE0002404
CDw156,BE0002404
KUZ,BE0002404
Kuzbanian protein homolog,BE0002404
MADM,BE0002404
Mammalian disintegrin-metalloprotease,BE0002404
FIP-3,BE0002394
FIP3,BE0002394
I-kappa-B kinase subunit gamma,BE0002394
IkB kinase subunit gamma,BE0002394
IkB kinase-associated protein 1,BE0002394
IKK-gamma,BE0002394
IKKAP1,BE0002394
IKKG,BE0002394
Inhibitor of nuclear factor kappa-B kinase subunit gamma,BE0002394
NEMO,BE0002394
NF-kappa-B essential modifier,BE0002394
NPY1-R,BE0002451
NPYR,BE0002451
NPYY1,BE0002451
NPY-Y5 receptor,BE0002452
NPY5-R,BE0002452
NPYR5,BE0002452
NPYY5-R,BE0002452
Y5 receptor,BE0002452
NPY4-R,BE0002418
Pancreatic polypeptide receptor 1,BE0002418
PP1,BE0002418
PPYR1,BE0002418
3.5.1.98,BE0008667
HD1,BE0008667
RPD3L1,BE0008667
3.2.1.22,BE0002422
Alpha-D-galactosidase A,BE0002422
Alpha-D-galactoside galactohydrolase,BE0002422
Melibiase,BE0002422
1.14.13.126,BE0002250
24-OHase,BE0002250
CYP24,BE0002250
Cytochrome P450 24A1,BE0002250
Cytochrome P450-CC24,BE0002250
3.4.24.-,BE0003412
ADAM 9,BE0003412
Cellular disintegrin-related protein,BE0003412
KIAA0021,BE0003412
MCMP,BE0003412
MDC9,BE0003412
Meltrin-gamma,BE0003412
Metalloprotease/disintegrin/cysteine-rich protein 9,BE0003412
MLTNG,BE0003412
Myeloma cell metalloproteinase,BE0003412
3.1.-.-,BE0002478
C17orf31,BE0002478
EST1-like protein A,BE0002478
EST1A,BE0002478
Ever shorter telomeres 1A,BE0002478
hSmg5/7a,BE0002478
KIAA0732,BE0002478
Smg-6 homolog,BE0002478
Telomerase subunit EST1A,BE0002478
Coated vesicle-associated kinase of 90 kDa,BE0002479
CVAK90,BE0002479
GKLP,BE0002479
NTKL,BE0002479
SCY1-like protein 1,BE0002479
TAPK,BE0002479
TEIF,BE0002479
Telomerase regulation-associated protein,BE0002479
Telomerase transcriptional element-interacting factor,BE0002479
Teratoma-associated tyrosine kinase,BE0002479
TRAP,BE0002479
B2R,BE0003513
BKR2,BE0003513
Abrineurin,BE0003394
BDNF,BE0003394
IL-4 receptor subunit alpha,BE0002420
IL4RA,BE0002420
IL-13 receptor subunit alpha-2,BE0002421
IL13R,BE0002421
Interleukin-13-binding protein,BE0002421
Parathyroid hormone 1 receptor,BE0003508
PTH/PTHr receptor,BE0003508
PTH/PTHrP type I receptor,BE0003508
PTH1 receptor,BE0003508
PTHR,BE0003508
PTHR1,BE0003508
GPRC1B,BE0000974
MGLUR2,BE0000974
GPRC1C,BE0002342
MGLUR3,BE0002342
Carcinoembryonic antigen,BE0004224
CEA,BE0004224
Meconium antigen 100,BE0004224
DB,BE0003376
HuB219,BE0003376
LEP-R,BE0003376
OB receptor,BE0003376
OB-R,BE0003376
OBR,BE0003376
1-alkyl-2-acetylglycerophosphocholine esterase,BE0002409
2-acetyl-1-alkylglycerophosphocholine esterase,BE0002409
3.1.1.47,BE0002409
Group-VIIA phospholipase A2,BE0002409
gVIIA-PLA2,BE0002409
LDL-associated phospholipase A2,BE0002409
LDL-PLA(2),BE0002409
PAF 2-acylhydrolase,BE0002409
PAF acetylhydrolase,BE0002409
PAFAH,BE0002409
HLA-DRA1,BE0004790
MHC class II antigen DRA,BE0004790
GP150,BE0003298
Gut homing receptor beta subunit,BE0003414
C-C CKR-2,BE0003387
CMKBR2,BE0003387
MCP-1-R,BE0003387
Monocyte chemoattractant protein 1 receptor,BE0003387
IEGF,BE0003411
Iris-expressed growth factor,BE0003411
PDGF-D,BE0003411
SCDGF-B,BE0003411
SCDGFB,BE0003411
Spinal cord-derived growth factor B,BE0003411
Alpha-tubulin 3E,BE0003397
Alpha-tubulin 4B,BE0003398
TUBA4,BE0003398
TUBB2,BE0003400
Tubulin beta class IIa,BE0003400
Tubulin beta class V,BE0003402
2.7.11.1,BE0003381
CDS1,BE0003381
Cds1 homolog,BE0003381
Checkpoint kinase 2,BE0003381
CHK2,BE0003381
CHK2 checkpoint homolog,BE0003381
hCds1,BE0003381
Hucds1,BE0003381
RAD53,BE0003381
2.7.11.1,BE0003382
Cell cycle checkpoint kinase,BE0003382
Checkpoint kinase-1,BE0003382
CHK1,BE0003382
CHK1 checkpoint homolog,BE0003382
Efflux protein A,BE0009715
2.7.11.24,BE0003390
MAP kinase 11,BE0003390
MAP kinase p38 beta,BE0003390
Mitogen-activated protein kinase p38 beta,BE0003390
p38-2,BE0003390
p38b,BE0003390
PRKM11,BE0003390
SAPK2,BE0003390
SAPK2B,BE0003390
Stress-activated protein kinase 2b,BE0003390
2.7.11.24,BE0003391
MAP kinase 13,BE0003391
MAP kinase p38 delta,BE0003391
Mitogen-activated protein kinase p38 delta,BE0003391
PRKM13,BE0003391
SAPK4,BE0003391
Stress-activated protein kinase 4,BE0003391
3.4.21.76,BE0000954
AGP7,BE0000954
C-ANCA antigen,BE0000954
Leukocyte proteinase 3,BE0000954
MBN,BE0000954
Neutrophil proteinase 4,BE0000954
NP-4,BE0000954
P29,BE0000954
PR-3,BE0000954
PR3,BE0000954
Wegener autoantigen,BE0000954
G-protein coupled receptor 119,BE0003378
APH-1a,BE0003409
Aph-1alpha,BE0003409
Presenilin-stabilization factor,BE0003409
PSF,BE0003409
PEN2,BE0003410
Presenilin enhancer protein 2,BE0003410
Colony-stimulating factor,BE0002481
CSF,BE0002481
GM-CSF,BE0002481
GMCSF,BE0002481
Molgramostin,BE0002481
Sargramostim,BE0002481
2.4.2.12,BE0002413
NAmPRTase,BE0002413
PBEF,BE0002413
PBEF1,BE0002413
Pre-B cell-enhancing factor,BE0002413
Pre-B-cell colony-enhancing factor 1,BE0002413
Visfatin,BE0002413
lcrV,BE0002380
PcrV,BE0002380
Type III secretion cytoplasmic LcrG inhibitor,BE0002380
Type III secretion protein,BE0002380
Type III secretion protein PcrV,BE0002380
6.1.1.10,BE0002381
Methionyl-tRNA synthetase,BE0002381
MetRS,BE0002381
metS,BE0002381
1.5.1.25,BE0000104
NADP-regulated thyroid-hormone-binding protein,BE0000104
THBP,BE0000104
G-protein coupled receptor 110,BE0002410
G-protein coupled receptor KPG_012,BE0002410
G-protein coupled receptor PGR19,BE0002410
GPR110,BE0002410
PGR19,BE0002410
DR-1,BE0002416
DR1,BE0002416
MHC class II antigen DRB1*1,BE0002416
ATP6B2,BE0003813
Endomembrane proton pump 58 kDa subunit,BE0003813
HO57,BE0003813
V-ATPase subunit B 2,BE0003813
Vacuolar proton pump subunit B 2,BE0003813
VPP3,BE0003813
EC 3.1.3.48,BE0003003
NADPH oxidase regulatory protein,BE0002423
Nox organizer 1,BE0002423
Nox-organizing protein 1,BE0002423
P41NOX,BE0002423
SH3 and PX domain-containing protein 5,BE0002423
SH3PXD5,BE0002423
Major Surface Antigen,BE0002427
S,BE0002427
S protein,BE0002427
sAg,BE0002427
Small S protein,BE0002427
Small surface antigen,BE0002427
Surface antigen,BE0002427
2.7.10.2,BE0004731
Breast tumor kinase,BE0004731
BRK,BE0004731
Tyrosine-protein kinase BRK,BE0004731
IL-13,BE0002438
NC30,BE0002438
2.5.1.21,BE0002444
Farnesyl-diphosphate farnesyltransferase,BE0002444
FPP:FPP farnesyltransferase,BE0002444
SQS,BE0002444
Adenocarcinoma-associated antigen,BE0002446
Cell surface glycoprotein Trop-1,BE0002446
EGP,BE0002446
EGP314,BE0002446
Ep-CAM,BE0002446
Epithelial cell surface antigen,BE0002446
Epithelial glycoprotein,BE0002446
Epithelial glycoprotein 314,BE0002446
GA733-2,BE0002446
hEGP314,BE0002446
KS 1/4 antigen,BE0002446
KSA,BE0002446
M1S2,BE0002446
M4S1,BE0002446
Major gastrointestinal tumor-associated protein GA733-2,BE0002446
MIC18,BE0002446
TACSTD1,BE0002446
TROP1,BE0002446
Tumor-associated calcium signal transducer 1,BE0002446
Myeloproliferative leukemia protein,BE0003440
Proto-oncogene c-Mpl,BE0003440
TPO-R,BE0003440
TPOR,BE0003440
GLIPR,BE0002455
GliPR 1,BE0002455
Protein RTVP-1,BE0002455
RTVP1,BE0002455
Gastric H(+)/K(+) ATPase subunit beta,BE0000619
Proton pump beta chain,BE0000619
G0/G1 switch regulatory protein 19-1,BE0002471
G0S19-1,BE0002471
Macrophage inflammatory protein 1-alpha,BE0002471
MIP-1-alpha,BE0002471
MIP1A,BE0002471
PAT 464.1,BE0002471
SCYA3,BE0002471
SIS-beta,BE0002471
Small-inducible cytokine A3,BE0002471
Tonsillar lymphocyte LD78 alpha protein,BE0002471
Na(+)/I(-) cotransporter,BE0009346
Na(+)/I(-) symporter,BE0009346
NIS,BE0009346
Sodium-iodide symporter,BE0009346
Solute carrier family 5 member 5,BE0009346
Protein MIG-5,BE0003371
TIMP-3,BE0003371
Tissue inhibitor of metalloproteinases 3,BE0003371
Cell proliferation-inducing gene 5 protein,BE0003374
EMP,BE0003374
Erythroblast macrophage protein,BE0003374
HLC-10,BE0003374
Human lung cancer oncogene 10 protein,BE0003374
Hemoglobin scavenger receptor,BE0003375
M130,BE0003375
5H9 antigen,BE0003377
Cell growth-inhibiting gene 2 protein,BE0003377
Leukocyte antigen MIC3,BE0003377
MIC3,BE0003377
Motility-related protein,BE0003377
MRP-1,BE0003377
p24,BE0003377
Tetraspanin-29,BE0003377
Tspan-29,BE0003377
TSPAN29,BE0003377
PPET1,BE0003384
Preproendothelin-1,BE0003384
1.8.1.9,BE0003388
KIAA1652,BE0003388
Selenoprotein Z,BE0003388
SelZ,BE0003388
Thioredoxin reductase TR3,BE0003388
TR-beta,BE0003388
TRXR2,BE0003388
C-C motif chemokine 11,BE0003389
Eosinophil chemotactic protein,BE0003389
SCYA11,BE0003389
Small-inducible cytokine A11,BE0003389
C-X-C motif chemokine 8,BE0000961
Chemokine (C-X-C motif) ligand 8,BE0000961
Emoctakin,BE0000961
GCP-1,BE0000961
Granulocyte chemotactic protein 1,BE0000961
IL-8,BE0000961
IL8,BE0000961
MDNCF,BE0000961
MONAP,BE0000961
Monocyte-derived neutrophil chemotactic factor,BE0000961
Monocyte-derived neutrophil-activating peptide,BE0000961
NAP-1,BE0000961
Neutrophil-activating protein 1,BE0000961
Protein 3-10C,BE0000961
T-cell chemotactic factor,BE0000961
Activated protein C-binding protein,BE0002854
Anticardiolipin cofactor,BE0002854
APC inhibitor,BE0002854
Apo-H,BE0002854
Apolipoprotein H,BE0002854
B2G1,BE0002854
B2GPI,BE0002854
Beta-2-glycoprotein I,BE0002854
Beta(2)GPI,BE0002854
IL-23 subunit alpha,BE0003415
IL-23p19,BE0003415
Interleukin-23 subunit p19,BE0003415
SGRF,BE0003415
G-protein coupled receptor 120,BE0003399
G-protein coupled receptor 129,BE0003399
G-protein coupled receptor GT01,BE0003399
G-protein coupled receptor PGR4,BE0003399
GPR120,BE0003399
GPR129,BE0003399
O3FAR1,BE0003399
Omega-3 fatty acid receptor 1,BE0003399
PGR4,BE0003399
2.1.3.2,BE0003341
Aspartate transcarbamylase,BE0003341
ATCase,BE0003341
3.4.16.4,BE0003396
PBP-3,BE0003396
pbpB,BE0003396
Penicillin-binding protein 3,BE0003396
CLMF p40,BE0008663
Cytotoxic lymphocyte maturation factor 40 kDa subunit,BE0008663
IL-12 subunit p40,BE0008663
IL-12B,BE0008663
NK cell stimulatory factor chain 2,BE0008663
NKSF2,BE0008663
3.4.17.20,BE0003407
Carboxypeptidase U,BE0003407
CPU,BE0003407
pCPB,BE0003407
Plasma carboxypeptidase B,BE0003407
TAFI,BE0003407
Thrombin-activable fibrinolysis inhibitor,BE0003407
3.1.1.4,BE0000070
Group X secretory phospholipase A2,BE0000070
GX sPLA2,BE0000070
Phosphatidylcholine 2-acylhydrolase 10,BE0000070
sPLA2-X,BE0000070
CSIF,BE0002484
Cytokine synthesis inhibitory factor,BE0002484
IL-10,BE0002484
DNA helicase V,BE0003422
FBP,BE0003422
hDH V,BE0003422
PKR2,BE0003424
PRKAR2,BE0003424
PTH2 receptor,BE0004703
PTHR2,BE0004703
2.4.99.9,BE0004604
"CMP-NeuAc:lactosylceramide alpha-2,3-sialyltransferase",BE0004604
Ganglioside GM3 synthase,BE0004604
Sialyltransferase 9,BE0004604
SIAT9,BE0004604
ST3Gal V,BE0004604
ST3GalV,BE0004604
3.4.22.-,BE0003427
p23,BE0003427
Glycine receptor 48 kDa subunit,BE0004857
Glycine receptor strychnine-binding subunit,BE0004857
Death receptor 5,BE0003433
DR5,BE0003433
KILLER,BE0003433
TNF-related apoptosis-inducing ligand receptor 2,BE0003433
TRAIL receptor 2,BE0003433
TRAIL-R2,BE0003433
TRAILR2,BE0003433
TRICK2,BE0003433
ZTNFR9,BE0003433
GDF-8,BE0003435
GDF8,BE0003435
Myostatin,BE0003435
PD1,BE0003436
Protein PD-1,BE0003436
C-X-C motif chemokine 12,BE0001150
hIRH,BE0001150
Intercrine reduced in hepatomas,BE0001150
IRH,BE0001150
PBSF,BE0001150
Pre-B cell growth-stimulating factor,BE0001150
SDF-1,BE0001150
SDF1,BE0001150
SDF1A,BE0001150
SDF1B,BE0001150
Capillary morphogenesis gene 2 protein,BE0003223
CMG-2,BE0003223
CMG2,BE0003223
ATR,BE0003447
TEM8,BE0003447
Tumor endothelial marker 8,BE0003447
ODFR,BE0003461
Osteoclast differentiation factor receptor,BE0003461
RANK,BE0003461
Receptor activator of NF-KB,BE0003461
Acute-phase response factor,BE0003462
APRF,BE0003462
C1 esterase inhibitor,BE0002458
C1 Inh,BE0002458
C1-inhibiting factor,BE0002458
C1IN,BE0002458
C1NH,BE0002458
Serpin G1,BE0002458
AXOR12,BE0003468
G-protein coupled receptor 54,BE0003468
G-protein coupled receptor OT7T175,BE0003468
GPR54,BE0003468
hOT7T175,BE0003468
Hypogonadotropin-1,BE0003468
KiSS-1R,BE0003468
Kisspeptins receptor,BE0003468
Metastin receptor,BE0003468
HGFIN,BE0003473
NMB,BE0003473
Transmembrane glycoprotein HGFIN,BE0003473
Pr55Gag,BE0003437
2.7.11.25,BE0003430
MAPK/ERK kinase kinase 1,BE0003430
MAPKKK1,BE0003430
MEK kinase 1,BE0003430
MEKK,BE0003430
MEKK 1,BE0003430
MEKK1,BE0003430
2.7.11.13,BE0003431
nPKC-epsilon,BE0003431
PKCE,BE0003431
28 kDa heat shock protein,BE0003432
Estrogen-regulated 24 kDa protein,BE0003432
Heat shock 27 kDa protein,BE0003432
HSP 27,BE0003432
HSP27,BE0003432
HSP28,BE0003432
HspB1,BE0003432
SRP27,BE0003432
Stress-responsive protein 27,BE0003432
CENP-E,BE0003434
Centromere protein E,BE0003434
Kinesin-related protein CENPE,BE0003434
3.4.22.54,BE0003470
Calcium-activated neutral proteinase 3,BE0003470
Calpain L3,BE0003470
Calpain p94,BE0003470
CANP 3,BE0003470
CANP3,BE0003470
CANPL3,BE0003470
Muscle-specific calcium-activated neutral protease 3,BE0003470
nCL-1,BE0003470
NCL1,BE0003470
New calpain 1,BE0003470
2.7.11.1,BE0004601
AIE2,BE0004601
AIK3,BE0004601
AIRK3,BE0004601
ARK-3,BE0004601
ARK3,BE0004601
Aurora 3,BE0004601
Aurora-related kinase 3,BE0004601
Aurora/IPL1-related kinase 3,BE0004601
Aurora/IPL1/Eg2 protein 2,BE0004601
Serine/threonine-protein kinase 13,BE0004601
Serine/threonine-protein kinase aurora-C,BE0004601
STK13,BE0004601
3.6.3.8,BE0003477
ATP2B,BE0003477
Calcium pump 2,BE0003477
"Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform",BE0003477
Endoplasmic reticulum class 1/2 Ca(2+) ATPase,BE0003477
SERCA2,BE0003477
BLAST-2,BE0003465
C-type lectin domain family 4 member J,BE0003465
CD23A,BE0003465
CLEC4J,BE0003465
Fc-epsilon-RII,BE0003465
FCE2,BE0003465
IGEBF,BE0003465
Immunoglobulin E-binding factor,BE0003465
Lymphocyte IgE receptor,BE0003465
CD152,BE0000887
CTLA-4,BE0000887
Cytotoxic T-lymphocyte-associated antigen 4,BE0000887
2.7.11.1,BE0003512
CKI-epsilon,BE0003512
HPCN1,BE0004717
Voltage-gated potassium channel HK2,BE0004717
Voltage-gated potassium channel subunit Kv1.5,BE0004717
HLAA,BE0003483
MHC class I antigen A*3,BE0003483
2.7.1.-,BE0003484
Ganciclovir kinase,BE0003484
HSRF3 protein,BE0003484
2.7.1.-,BE0003485
Ganciclovir kinase,BE0003485
KIAA0533,BE0002103
KIAA1907,BE0002103
Laminin-10 subunit alpha,BE0002103
Laminin-11 subunit alpha,BE0002103
Laminin-15 subunit alpha,BE0002103
Laminin B1 chain,BE0002106
Laminin-1 subunit beta,BE0002106
Laminin-10 subunit beta,BE0002106
Laminin-12 subunit beta,BE0002106
Laminin-2 subunit beta,BE0002106
Laminin-6 subunit beta,BE0002106
Laminin-8 subunit beta,BE0002106
LAMB2,BE0002107
Laminin B2 chain,BE0002107
Laminin-1 subunit gamma,BE0002107
Laminin-10 subunit gamma,BE0002107
Laminin-11 subunit gamma,BE0002107
Laminin-2 subunit gamma,BE0002107
Laminin-3 subunit gamma,BE0002107
Laminin-4 subunit gamma,BE0002107
Laminin-6 subunit gamma,BE0002107
Laminin-7 subunit gamma,BE0002107
Laminin-8 subunit gamma,BE0002107
Laminin-9 subunit gamma,BE0002107
S-LAM gamma,BE0002107
S-laminin subunit gamma,BE0002107
LAMA,BE0002108
Laminin A chain,BE0002108
Laminin-1 subunit alpha,BE0002108
Laminin-3 subunit alpha,BE0002108
S-LAM alpha,BE0002108
