resource,identifier,parent_key
UniProt Accession,LOX15_HUMAN,BE0000309
HUGO Gene Nomenclature Committee (HGNC),HGNC:2419,BE0001185
GenAtlas,CRYZ,BE0001185
GenBank Gene Database,L13278,BE0001185
GenBank Protein Database,292415,BE0001185
UniProtKB,Q08257,BE0001185
UniProt Accession,QOR_HUMAN,BE0001185
HUGO Gene Nomenclature Committee (HGNC),HGNC:408,BE0000152
GenAtlas,ALDH5A1,BE0000152
GenBank Gene Database,Y11192,BE0000152
GenBank Protein Database,3766467,BE0000152
Guide to Pharmacology,2466,BE0000152
UniProtKB,P51649,BE0000152
UniProt Accession,SSDH_HUMAN,BE0000152
HUGO Gene Nomenclature Committee (HGNC),HGNC:16354,BE0008675
UniProtKB,Q8IWW8,BE0008675
UniProt Accession,HOT_HUMAN,BE0008675
HUGO Gene Nomenclature Committee (HGNC),HGNC:2883,BE0009854
UniProtKB,P49895,BE0009854
UniProt Accession,IOD1_HUMAN,BE0009854
HUGO Gene Nomenclature Committee (HGNC),HGNC:2884,BE0009855
UniProtKB,Q92813,BE0009855
UniProt Accession,IOD2_HUMAN,BE0009855
HUGO Gene Nomenclature Committee (HGNC),HGNC:2885,BE0009333
UniProtKB,P55073,BE0009333
UniProt Accession,IOD3_HUMAN,BE0009333
HUGO Gene Nomenclature Committee (HGNC),HGNC:11456,BE0009763
UniProtKB,O00338,BE0009763
UniProt Accession,ST1C2_HUMAN,BE0009763
HUGO Gene Nomenclature Committee (HGNC),HGNC:4623,BE0000648
GenAtlas,GSR,BE0000648
GenBank Gene Database,X15722,BE0000648
GenBank Protein Database,31825,BE0000648
UniProtKB,P00390,BE0000648
UniProt Accession,GSHR_HUMAN,BE0000648
HUGO Gene Nomenclature Committee (HGNC),HGNC:1516,BE0001207
GenAtlas,CAT,BE0001207
GenBank Gene Database,X04085,BE0001207
GenBank Protein Database,1228085,BE0001207
UniProtKB,P04040,BE0001207
UniProt Accession,CATA_HUMAN,BE0001207
HUGO Gene Nomenclature Committee (HGNC),HGNC:12442,BE0000252
GenAtlas,TYR,BE0000252
GenBank Gene Database,M27160,BE0000252
GenBank Protein Database,340037,BE0000252
UniProtKB,P14679,BE0000252
UniProt Accession,TYRO_HUMAN,BE0000252
HUGO Gene Nomenclature Committee (HGNC),HGNC:8596,BE0002200
GenAtlas,PAM,BE0002200
GenBank Gene Database,M37721,BE0002200
GenBank Protein Database,189595,BE0002200
UniProtKB,P19021,BE0002200
UniProt Accession,AMD_HUMAN,BE0002200
HUGO Gene Nomenclature Committee (HGNC),HGNC:483,BE0001181
GenAtlas,ANG,BE0001181
GenBank Gene Database,M11567,BE0001181
GenBank Protein Database,178250,BE0001181
UniProtKB,P03950,BE0001181
UniProt Accession,ANGI_HUMAN,BE0001181
HUGO Gene Nomenclature Committee (HGNC),HGNC:9449,BE0001105
GenAtlas,PRNP,BE0001105
GenBank Gene Database,M13899,BE0001105
GenBank Protein Database,190468,BE0001105
UniProtKB,P04156,BE0001105
UniProt Accession,PRIO_HUMAN,BE0001105
HUGO Gene Nomenclature Committee (HGNC),HGNC:4553,BE0000816
GenAtlas,GPX1,BE0000816
GenBank Gene Database,Y00433,BE0000816
GenBank Protein Database,577777,BE0000816
UniProtKB,P07203,BE0000816
UniProt Accession,GPX1_HUMAN,BE0000816
HUGO Gene Nomenclature Committee (HGNC),HGNC:9352,BE0005844
UniProtKB,Q06830,BE0005844
UniProt Accession,PRDX1_HUMAN,BE0005844
HUGO Gene Nomenclature Committee (HGNC),HGNC:9355,BE0000907
GenAtlas,PRDX5,BE0000907
GenBank Gene Database,AJ249483,BE0000907
GenBank Protein Database,6523289,BE0000907
UniProtKB,P30044,BE0000907
UniProt Accession,PRDX5_HUMAN,BE0000907
HUGO Gene Nomenclature Committee (HGNC),HGNC:1063,BE0000595
GenAtlas,BLVRB,BE0000595
GenBank Gene Database,D26308,BE0000595
GenBank Protein Database,1384068,BE0000595
UniProtKB,P30043,BE0000595
UniProt Accession,BLVRB_HUMAN,BE0000595
GenBank Gene Database,CP000468,BE0003785
GenBank Protein Database,115511420,BE0003785
UniProtKB,A0A0H2Z368,BE0003785
UniProt Accession,A0A0H2Z368_ECOK1,BE0003785
HUGO Gene Nomenclature Committee (HGNC),HGNC:5006,BE0000574
GenAtlas,HMGCR,BE0000574
GenBank Gene Database,M11058,BE0000574
GenBank Protein Database,306865,BE0000574
Guide to Pharmacology,639,BE0000574
UniProtKB,P04035,BE0000574
UniProt Accession,HMDH_HUMAN,BE0000574
HUGO Gene Nomenclature Committee (HGNC),HGNC:8784,BE0000182
GenAtlas,PDE5A,BE0000182
GenBank Gene Database,AF043731,BE0000182
GenBank Protein Database,3420185,BE0000182
Guide to Pharmacology,1304,BE0000182
UniProtKB,O76074,BE0000182
UniProt Accession,PDE5A_HUMAN,BE0000182
HUGO Gene Nomenclature Committee (HGNC),HGNC:361,BE0001262
GenAtlas,AK1,BE0001262
GenBank Gene Database,J04809,BE0001262
GenBank Protein Database,178322,BE0001262
UniProtKB,P00568,BE0001262
UniProt Accession,KAD1_HUMAN,BE0001262
HUGO Gene Nomenclature Committee (HGNC),HGNC:4696,BE0000972
GenAtlas,GUSB,BE0000972
GenBank Gene Database,M15182,BE0000972
GenBank Protein Database,183233,BE0000972
UniProtKB,P08236,BE0000972
UniProt Accession,BGLR_HUMAN,BE0000972
HUGO Gene Nomenclature Committee (HGNC),HGNC:4879,BE0001153
GenAtlas,HEXB,BE0001153
GenBank Gene Database,M13519,BE0001153
GenBank Protein Database,179462,BE0001153
UniProtKB,P07686,BE0001153
UniProt Accession,HEXB_HUMAN,BE0001153
HUGO Gene Nomenclature Committee (HGNC),HGNC:4122,BE0000883
GenAtlas,GALNS,BE0000883
GenBank Gene Database,D17629,BE0000883
GenBank Protein Database,870751,BE0000883
UniProtKB,P34059,BE0000883
UniProt Accession,GALNS_HUMAN,BE0000883
HUGO Gene Nomenclature Committee (HGNC),HGNC:5389,BE0009328
UniProtKB,P22304,BE0009328
UniProt Accession,IDS_HUMAN,BE0009328
HUGO Gene Nomenclature Committee (HGNC),HGNC:5391,BE0009329
UniProtKB,P35475,BE0009329
UniProt Accession,IDUA_HUMAN,BE0009329
HUGO Gene Nomenclature Committee (HGNC),HGNC:714,BE0009330
UniProtKB,P15848,BE0009330
UniProt Accession,ARSB_HUMAN,BE0009330
HUGO Gene Nomenclature Committee (HGNC),HGNC:20001,BE0008643
Guide to Pharmacology,2388,BE0008643
UniProtKB,Q8NBP7,BE0008643
UniProt Accession,PCSK9_HUMAN,BE0008643
HUGO Gene Nomenclature Committee (HGNC),HGNC:441,BE0000896
GenAtlas,ALPPL2,BE0000896
GenBank Gene Database,J03252,BE0000896
GenBank Protein Database,178428,BE0000896
UniProtKB,P10696,BE0000896
UniProt Accession,PPBN_HUMAN,BE0000896
HUGO Gene Nomenclature Committee (HGNC),HGNC:24599,BE0004122
UniProtKB,Q9UHY7,BE0004122
UniProt Accession,ENOPH_HUMAN,BE0004122
UniProtKB,A0A448RWU9,BE0009701
UniProt Accession,A0A448RWU9_STRMG,BE0009701
UniProtKB,B3WCW7,BE0009702
UniProt Accession,ENO_LACCB,BE0009702
UniProtKB,A3CMA7,BE0009703
UniProt Accession,ENO_STRSV,BE0009703
UniProtKB,A0A1C7C740,BE0009704
UniProt Accession,A0A1C7C740_STRSL,BE0009704
HUGO Gene Nomenclature Committee (HGNC),HGNC:17996,BE0002274
GenAtlas,NAGS,BE0002274
GenBank Gene Database,AY116537,BE0002274
GenBank Protein Database,22651769,BE0002274
UniProtKB,Q8N159,BE0002274
UniProt Accession,NAGS_HUMAN,BE0002274
HUGO Gene Nomenclature Committee (HGNC),HGNC:3574,BE0000888
GenAtlas,DKFZp762M2311,BE0000888
GenBank Gene Database,AC004770,BE0000888
GenBank Protein Database,3169158,BE0000888
UniProtKB,O60427,BE0000888
UniProt Accession,FADS1_HUMAN,BE0000888
HUGO Gene Nomenclature Committee (HGNC),HGNC:14415,BE0002247
GenAtlas,ELOVL4,BE0002247
GenBank Gene Database,AF279654,BE0002247
GenBank Protein Database,12044051,BE0002247
UniProtKB,Q9GZR5,BE0002247
UniProt Accession,ELOV4_HUMAN,BE0002247
HUGO Gene Nomenclature Committee (HGNC),HGNC:119,BE0004135
GenBank Gene Database,U07866,BE0004135
GenBank Protein Database,495475,BE0004135
UniProtKB,Q15067,BE0004135
UniProt Accession,ACOX1_HUMAN,BE0004135
HUGO Gene Nomenclature Committee (HGNC),HGNC:23663,BE0000713
GenAtlas,VKORC1,BE0000713
GenBank Gene Database,AY423044,BE0000713
GenBank Protein Database,40217983,BE0000713
Guide to Pharmacology,2645,BE0000713
UniProtKB,Q9BQB6,BE0000713
UniProt Accession,VKOR1_HUMAN,BE0000713
HUGO Gene Nomenclature Committee (HGNC),HGNC:6166,BE0009080
UniProtKB,P19827,BE0009080
UniProt Accession,ITIH1_HUMAN,BE0009080
HUGO Gene Nomenclature Committee (HGNC),HGNC:8724,BE0000906
GenAtlas,PCK1,BE0000906
GenBank Gene Database,L05144,BE0000906
GenBank Protein Database,189945,BE0000906
UniProtKB,P35558,BE0000906
UniProt Accession,PCKGC_HUMAN,BE0000906
GenBank Gene Database,M15643,BE0001818
GenBank Protein Database,143312,BE0001818
UniProtKB,P00512,BE0001818
UniProt Accession,PFKA_GEOSE,BE0001818
HUGO Gene Nomenclature Committee (HGNC),HGNC:5382,BE0001251
GenAtlas,IDH1,BE0001251
GenBank Gene Database,AF020038,BE0001251
GenBank Protein Database,3641398,BE0001251
UniProtKB,O75874,BE0001251
UniProt Accession,IDHC_HUMAN,BE0001251
HUGO Gene Nomenclature Committee (HGNC),HGNC:15814,BE0000350
GenAtlas,ACSS2,BE0000350
GenBank Gene Database,AF263614,BE0000350
GenBank Protein Database,8439651,BE0000350
UniProtKB,Q9NR19,BE0000350
UniProt Accession,ACSA_HUMAN,BE0000350
UniProtKB,P19111,BE0008244
UniProt Accession,PPBI_BOVIN,BE0008244
HUGO Gene Nomenclature Committee (HGNC),HGNC:921,BE0001242
GenAtlas,B3GAT1,BE0001242
GenBank Gene Database,AB029396,BE0001242
GenBank Protein Database,8051678,BE0001242
UniProtKB,Q9P2W7,BE0001242
UniProt Accession,B3GA1_HUMAN,BE0001242
HUGO Gene Nomenclature Committee (HGNC),HGNC:17113,BE0002503
GenAtlas,HIF1AN,BE0002503
GenBank Gene Database,AF395830,BE0002503
UniProtKB,Q9NWT6,BE0002503
UniProt Accession,HIF1N_HUMAN,BE0002503
HUGO Gene Nomenclature Committee (HGNC),HGNC:402,BE0000554
GenAtlas,ALDH1A1,BE0000554
GenBank Gene Database,M31994,BE0000554
GenBank Protein Database,178372,BE0000554
UniProtKB,P00352,BE0000554
UniProt Accession,AL1A1_HUMAN,BE0000554
HUGO Gene Nomenclature Committee (HGNC),HGNC:12388,BE0004455
UniProtKB,Q16762,BE0004455
UniProt Accession,THTR_HUMAN,BE0004455
HUGO Gene Nomenclature Committee (HGNC),HGNC:11177,BE0000105
GenAtlas,SOAT1,BE0000105
GenBank Gene Database,L21934,BE0000105
GenBank Protein Database,4878022,BE0000105
UniProtKB,P35610,BE0000105
UniProt Accession,SOAT1_HUMAN,BE0000105
HUGO Gene Nomenclature Committee (HGNC),HGNC:9160,BE0000865
GenAtlas,PNMT,BE0000865
GenBank Gene Database,J03727,BE0000865
GenBank Protein Database,190142,BE0000865
Guide to Pharmacology,2496,BE0000865
UniProtKB,P11086,BE0000865
UniProt Accession,PNMT_HUMAN,BE0000865
GenBank Gene Database,U68759,BE0002499
UniProtKB,P71278,BE0002499
UniProt Accession,P71278_ENTCL,BE0002499
HUGO Gene Nomenclature Committee (HGNC),HGNC:2296,BE0003753
GenBank Gene Database,X67318,BE0003753
GenBank Protein Database,35330,BE0003753
Guide to Pharmacology,1587,BE0003753
UniProtKB,P15085,BE0003753
UniProt Accession,CBPA1_HUMAN,BE0003753
HUGO Gene Nomenclature Committee (HGNC),HGNC:2323,BE0004671
UniProtKB,P31327,BE0004671
UniProt Accession,CPSM_HUMAN,BE0004671
HUGO Gene Nomenclature Committee (HGNC),HGNC:18161,BE0004605
UniProtKB,Q96I15,BE0004605
UniProt Accession,SCLY_HUMAN,BE0004605
HUGO Gene Nomenclature Committee (HGNC),HGNC:6740,BE0003751
UniProtKB,P61626,BE0003751
UniProt Accession,LYSC_HUMAN,BE0003751
HUGO Gene Nomenclature Committee (HGNC),HGNC:7468,BE0000734
GenAtlas,MTR,BE0000734
GenBank Gene Database,U71285,BE0000734
GenBank Protein Database,1923221,BE0000734
UniProtKB,Q99707,BE0000734
UniProt Accession,METH_HUMAN,BE0000734
HUGO Gene Nomenclature Committee (HGNC),HGNC:3528,BE0000216
GenAtlas,F10,BE0000216
GenBank Gene Database,K03194,BE0000216
GenBank Protein Database,182841,BE0000216
Guide to Pharmacology,2359,BE0000216
UniProtKB,P00742,BE0000216
UniProt Accession,FA10_HUMAN,BE0000216
HUGO Gene Nomenclature Committee (HGNC),HGNC:21308,BE0009375
UniProtKB,Q9NYP7,BE0009375
UniProt Accession,ELOV5_HUMAN,BE0009375
HUGO Gene Nomenclature Committee (HGNC),HGNC:3575,BE0002246
GenAtlas,FADS2,BE0002246
GenBank Gene Database,AF126799,BE0002246
GenBank Protein Database,4406528,BE0002246
UniProtKB,O95864,BE0002246
UniProt Accession,FADS2_HUMAN,BE0002246
GenBank Gene Database,X04121,BE0000302
GenBank Protein Database,581568,BE0000302
UniProtKB,P00807,BE0000302
UniProt Accession,BLAC_STAAU,BE0000302
HUGO Gene Nomenclature Committee (HGNC),HGNC:3430,BE0000511
GenAtlas,ERBB2,BE0000511
GenBank Gene Database,M11767,BE0000511
GenBank Protein Database,553282,BE0000511
Guide to Pharmacology,2019,BE0000511
UniProtKB,P04626,BE0000511
UniProt Accession,ERBB2_HUMAN,BE0000511
HUGO Gene Nomenclature Committee (HGNC),HGNC:9213,BE0004865
UniProtKB,P09086,BE0004865
UniProt Accession,PO2F2_HUMAN,BE0004865
HUGO Gene Nomenclature Committee (HGNC),HGNC:25588,BE0003657
GenBank Gene Database,AK001709,BE0003657
GenBank Protein Database,7023138,BE0003657
Guide to Pharmacology,1216,BE0003657
UniProtKB,Q96FL8,BE0003657
UniProt Accession,S47A1_HUMAN,BE0003657
HUGO Gene Nomenclature Committee (HGNC),HGNC:10996,BE0009868
UniProtKB,O14975,BE0009868
UniProt Accession,S27A2_HUMAN,BE0009868
HUGO Gene Nomenclature Committee (HGNC),HGNC:29558,BE0009503
Guide to Pharmacology,2130,BE0009503
UniProtKB,Q9H093,BE0009503
UniProt Accession,NUAK2_HUMAN,BE0009503
HUGO Gene Nomenclature Committee (HGNC),HGNC:403,BE0000600
GenAtlas,ALDH3A2,BE0000600
GenBank Gene Database,L47162,BE0000600
GenBank Protein Database,1082036,BE0000600
UniProtKB,P51648,BE0000600
UniProt Accession,AL3A2_HUMAN,BE0000600
HUGO Gene Nomenclature Committee (HGNC),HGNC:17245,BE0009992
UniProtKB,Q8N4T0,BE0009992
UniProt Accession,CBPA6_HUMAN,BE0009992
HUGO Gene Nomenclature Committee (HGNC),HGNC:9475,BE0001739
GenAtlas,PRSS1,BE0001739
GenBank Gene Database,M22612,BE0001739
GenBank Protein Database,521216,BE0001739
Guide to Pharmacology,2397,BE0001739
UniProtKB,P07477,BE0001739
UniProt Accession,TRY1_HUMAN,BE0001739
HUGO Gene Nomenclature Committee (HGNC),HGNC:1247,BE0001529
GenAtlas,C1S,BE0001529
GenBank Gene Database,X06596,BE0001529
GenBank Protein Database,763110,BE0001529
Guide to Pharmacology,2335,BE0001529
UniProtKB,P09871,BE0001529
UniProt Accession,C1S_HUMAN,BE0001529
HUGO Gene Nomenclature Committee (HGNC),HGNC:1246,BE0002093
GenAtlas,C1R,BE0002093
GenBank Gene Database,X04701,BE0002093
GenBank Protein Database,29539,BE0002093
Guide to Pharmacology,2334,BE0002093
UniProtKB,P00736,BE0002093
UniProt Accession,C1R_HUMAN,BE0002093
HUGO Gene Nomenclature Committee (HGNC),HGNC:1366,BE0009336
UniProtKB,Q76LX8,BE0009336
UniProt Accession,ATS13_HUMAN,BE0009336
UniProtKB,Q93L51,BE0008679
UniProt Accession,Q93L51_BACT4,BE0008679
HUGO Gene Nomenclature Committee (HGNC),HGNC:3544,BE0000333
GenAtlas,F7,BE0000333
GenBank Gene Database,M13232,BE0000333
GenBank Protein Database,182801,BE0000333
Guide to Pharmacology,2363,BE0000333
UniProtKB,P08709,BE0000333
UniProt Accession,FA7_HUMAN,BE0000333
HUGO Gene Nomenclature Committee (HGNC),HGNC:3546,BE0000016
GenAtlas,F8,BE0000016
GenBank Gene Database,M14113,BE0000016
GenBank Protein Database,182818,BE0000016
UniProtKB,P00451,BE0000016
UniProt Accession,FA8_HUMAN,BE0000016
HUGO Gene Nomenclature Committee (HGNC),HGNC:3551,BE0000364
GenAtlas,F9,BE0000364
GenBank Gene Database,K02402,BE0000364
GenBank Protein Database,182609,BE0000364
Guide to Pharmacology,2364,BE0000364
UniProtKB,P00740,BE0000364
UniProt Accession,FA9_HUMAN,BE0000364
HUGO Gene Nomenclature Committee (HGNC),HGNC:3542,BE0000041
GenAtlas,F5,BE0000041
GenBank Gene Database,M16967,BE0000041
GenBank Protein Database,182412,BE0000041
UniProtKB,P12259,BE0000041
UniProt Accession,FA5_HUMAN,BE0000041
GenBank Gene Database,J02459,BE0003239
UniProtKB,P03697,BE0003239
UniProt Accession,EXO_LAMBD,BE0003239
HUGO Gene Nomenclature Committee (HGNC),HGNC:2295,BE0001140
GenAtlas,CP,BE0001140
GenBank Gene Database,M13699,BE0001140
GenBank Protein Database,180256,BE0001140
UniProtKB,P00450,BE0001140
UniProt Accession,CERU_HUMAN,BE0001140
HUGO Gene Nomenclature Committee (HGNC),HGNC:15598,BE0009858
UniProtKB,P81172,BE0009858
UniProt Accession,HEPC_HUMAN,BE0009858
HUGO Gene Nomenclature Committee (HGNC),HGNC:11740,BE0000510
GenAtlas,TF,BE0000510
GenBank Gene Database,M12530,BE0000510
GenBank Protein Database,339453,BE0000510
UniProtKB,P02787,BE0000510
UniProt Accession,TRFE_HUMAN,BE0000510
HUGO Gene Nomenclature Committee (HGNC),HGNC:4866,BE0008687
UniProtKB,Q9BQS7,BE0008687
UniProt Accession,HEPH_HUMAN,BE0008687
HUGO Gene Nomenclature Committee (HGNC),HGNC:20797,BE0009859
UniProtKB,Q53TN4,BE0009859
UniProt Accession,CYBR1_HUMAN,BE0009859
HUGO Gene Nomenclature Committee (HGNC),HGNC:4026,BE0000229
GenAtlas,FXYD2,BE0000229
GenBank Gene Database,U50743,BE0000229
GenBank Protein Database,1575004,BE0000229
UniProtKB,P54710,BE0000229
UniProt Accession,ATNG_HUMAN,BE0000229
GenBank Gene Database,L04480,BE0003246
UniProtKB,Q26609,BE0003246
UniProt Accession,HXK_SCHMA,BE0003246
HUGO Gene Nomenclature Committee (HGNC),HGNC:1991,BE0000082
GenAtlas,CKB,BE0000082
GenBank Gene Database,M16451,BE0000082
GenBank Protein Database,180572,BE0000082
UniProtKB,P12277,BE0000082
UniProt Accession,KCRB_HUMAN,BE0000082
HUGO Gene Nomenclature Committee (HGNC),HGNC:76,BE0000014
GenAtlas,ABL1,BE0000014
GenBank Gene Database,X16416,BE0000014
GenBank Protein Database,28237,BE0000014
Guide to Pharmacology,1923,BE0000014
UniProtKB,P00519,BE0000014
UniProt Accession,ABL1_HUMAN,BE0000014
HUGO Gene Nomenclature Committee (HGNC),HGNC:837,BE0000484
GenAtlas,ATP5D,BE0000484
GenBank Gene Database,X63422,BE0000484
GenBank Protein Database,12586,BE0000484
UniProtKB,P30049,BE0000484
UniProt Accession,ATPD_HUMAN,BE0000484
HUGO Gene Nomenclature Committee (HGNC),HGNC:232,BE0000269
GenAtlas,ADCY1,BE0000269
GenBank Gene Database,AC069008,BE0000269
GenBank Protein Database,41472630,BE0000269
UniProtKB,Q08828,BE0000269
UniProt Accession,ADCY1_HUMAN,BE0000269
HUGO Gene Nomenclature Committee (HGNC),HGNC:8872,BE0001073
GenAtlas,PFKFB1,BE0001073
GenBank Gene Database,X52638,BE0001073
GenBank Protein Database,35503,BE0001073
UniProtKB,P16118,BE0001073
UniProt Accession,F261_HUMAN,BE0001073
UniProtKB,Q8IE67,BE0009741
UniProt Accession,Q8IE67_PLAF7,BE0009741
HUGO Gene Nomenclature Committee (HGNC),HGNC:799,BE0000732
GenAtlas,ATP1A1,BE0000732
GenBank Gene Database,D00099,BE0000732
GenBank Protein Database,219942,BE0000732
UniProtKB,P05023,BE0000732
UniProt Accession,AT1A1_HUMAN,BE0000732
HUGO Gene Nomenclature Committee (HGNC),HGNC:9029,BE0000070
GenAtlas,PLA2G10,BE0000070
GenBank Gene Database,U95301,BE0000070
GenBank Protein Database,2289237,BE0000070
Guide to Pharmacology,1422,BE0000070
UniProtKB,O15496,BE0000070
UniProt Accession,PA2GX_HUMAN,BE0000070
HUGO Gene Nomenclature Committee (HGNC),HGNC:3356,BE0000457
GenAtlas,ENPP1,BE0000457
GenBank Gene Database,M57736,BE0000457
GenBank Protein Database,189650,BE0000457
UniProtKB,P22413,BE0000457
UniProt Accession,ENPP1_HUMAN,BE0000457
HUGO Gene Nomenclature Committee (HGNC),HGNC:6677,BE0000239
GenAtlas,LPL,BE0000239
GenBank Gene Database,M15856,BE0000239
GenBank Protein Database,307138,BE0000239
UniProtKB,P06858,BE0000239
UniProt Accession,LIPL_HUMAN,BE0000239
HUGO Gene Nomenclature Committee (HGNC),HGNC:474,BE0001671
GenAtlas,AMY1A,BE0001671
GenBank Gene Database,M18786,BE0001671
GenBank Protein Database,178585,BE0001671
UniProtKB,P04745,BE0001671
UniProt Accession,AMY1_HUMAN,BE0001671
HUGO Gene Nomenclature Committee (HGNC),HGNC:2303,BE0001123
GenAtlas,CPE,BE0001123
GenBank Gene Database,X51405,BE0001123
GenBank Protein Database,29667,BE0001123
UniProtKB,P16870,BE0001123
UniProt Accession,CBPE_HUMAN,BE0001123
HUGO Gene Nomenclature Committee (HGNC),HGNC:1373,BE0000322
GenAtlas,CA2,BE0000322
GenBank Gene Database,M77181,BE0000322
GenBank Protein Database,179780,BE0000322
UniProtKB,P00918,BE0000322
UniProt Accession,CAH2_HUMAN,BE0000322
HUGO Gene Nomenclature Committee (HGNC),HGNC:11457,BE0009765
UniProtKB,O75897,BE0009765
UniProt Accession,ST1C4_HUMAN,BE0009765
GenBank Gene Database,L33777,BE0001405
GenBank Protein Database,498141,BE0001405
UniProtKB,P28720,BE0001405
UniProt Accession,TGT_ZYMMO,BE0001405
HUGO Gene Nomenclature Committee (HGNC),HGNC:6342,BE0000453
GenAtlas,KIT,BE0000453
GenBank Gene Database,X06182,BE0000453
GenBank Protein Database,34085,BE0000453
Guide to Pharmacology,1805,BE0000453
UniProtKB,P10721,BE0000453
UniProt Accession,KIT_HUMAN,BE0000453
HUGO Gene Nomenclature Committee (HGNC),HGNC:8803,BE0000852
GenAtlas,PDGFRA,BE0000852
GenBank Gene Database,M21574,BE0000852
GenBank Protein Database,189734,BE0000852
Guide to Pharmacology,1803,BE0000852
UniProtKB,P16234,BE0000852
UniProt Accession,PGFRA_HUMAN,BE0000852
HUGO Gene Nomenclature Committee (HGNC),HGNC:4065,BE0000876
GenAtlas,GAA,BE0000876
GenBank Gene Database,Y00839,BE0000876
GenBank Protein Database,31608,BE0000876
Guide to Pharmacology,2611,BE0000876
UniProtKB,P10253,BE0000876
UniProt Accession,LYAG_HUMAN,BE0000876
HUGO Gene Nomenclature Committee (HGNC),HGNC:11986,BE0000971
GenAtlas,TOP1,BE0000971
GenBank Gene Database,J03250,BE0000971
GenBank Protein Database,339806,BE0000971
UniProtKB,P11387,BE0000971
UniProt Accession,TOP1_HUMAN,BE0000971
HUGO Gene Nomenclature Committee (HGNC),HGNC:2527,BE0000939
GenAtlas,CTSB,BE0000939
GenBank Gene Database,M14221,BE0000939
GenBank Protein Database,181192,BE0000939
Guide to Pharmacology,2343,BE0000939
UniProtKB,P07858,BE0000939
UniProt Accession,CATB_HUMAN,BE0000939
HUGO Gene Nomenclature Committee (HGNC),HGNC:2537,BE0002135
GenAtlas,CTSL,BE0002135
GenBank Gene Database,X12451,BE0002135
GenBank Protein Database,29715,BE0002135
Guide to Pharmacology,2351,BE0002135
UniProtKB,P07711,BE0002135
UniProt Accession,CATL1_HUMAN,BE0002135
